AMPf,0.0722413215141835
ATPf,0.1836572449838888
DHAP,0.149233080901138
E4P,0.006271757568490649
Fru16P2,0.009683496132313353
Fru6P,0.015344444071514918
GSSG,0.00018674320167429774
Glc6P,0.039489574722161525
GlcA6P,0.025054259471968068
Glcin,4.566796368297684
GraP,0.006062870119943679
Gri13P2,0.0004806553656229012
Gri23P2f,2.0612328106487694
Gri2P,0.008442078092860253
Gri3P,0.06576393388493314
Lac,1.6803053255476528
MgAMP,0.0024387655884246713
MgATP,1.4177133138697715
MgGri23P2,0.6872334598704511
Mgf,0.5557927137999811
NADH,0.00015637166786830237
NADPHf,0.0048891706646177965
P1NADP,5.7394148572358195e-6
P1NADPH,0.023945284417077356
P2NADP,0.0020241447955371516
P2NADPH,0.021112223125576247
PEP,0.010939580637775247
Phi,0.999225013356031
Pyr,0.08399000505423984
Rib5P,0.014005278010718067
Rul5P,0.004721919539066009
Sed7P,0.015412334068365481
Xul5P,0.012743690466410572
