species_id wild_type mean var CV ER
MgATP 0.00152212 0.0015219997380000695 2.8566807021301616e-14 0.00011104941442715931 1.2330308218899688e-12
Glc6P 4.10568e-05 4.1005080420000084e-05 1.7717562359887252e-15 0.0010265126768331716 1.0510751851100508e-10
MgADP 9.3914e-05 9.395454459000097e-05 2.0071203829309276e-15 0.0004768358711911736 2.2756879825003294e-11
B23PG 0.00308725 0.003085684101000063 1.7890607073058062e-12 0.00043347202630661 1.877075108680515e-11
Glc16P2 0.000106204 0.00010627426780000459 1.0301612239508575e-14 0.0009550464131645148 9.133212082179654e-11
GSH 0.00320001 0.0032000417570001473 2.3810604367086735e-16 4.822026181111698e-06 2.338351734465505e-15
Fru6P 1.33196e-05 1.3307304900000086e-05 2.0162460336292614e-16 0.0010670423471353932 1.1364783668588174e-10
Fru16P2 2.33004e-06 2.4267526159999884e-06 6.3976047247351774e-15 0.03295969585084993 1.1783943469196866e-07
ATP 0.000158404 0.00015834048089999987 1.5228602004603276e-15 0.00024645524135508807 6.0691154102343605e-12
Mg 0.000370341 0.00037069254680000994 1.446355190724095e-14 0.00032443195616636795 1.0545609363532549e-11
AMP 2.94017e-05 2.952571389999907e-05 2.3036745103188126e-14 0.0051405566708957575 2.664871255575463e-09
Phos 0.000994883 0.0009948830000000351 -1.300195574035351e-19 nan 0.0
GrnP 2.19974e-05 2.3036203859999835e-05 4.90590785121898e-13 0.03040526410122507 1.0138569493369775e-07
GraP 5.2942e-06 5.364028907000079e-06 5.5144131809362176e-15 0.01384390282471982 1.9674269505598474e-08
MgB23PG 0.000768035 0.0007678147538000019 7.428332378956603e-14 0.0003549680060223203 1.2593005094263531e-11
NAD 5.9895e-05 5.98921359100057e-05 9.50579002743382e-18 5.147831310481749e-05 2.6498222505111356e-13
B13PG 3.68147e-07 3.6824443229999403e-07 3.932111813698961e-20 0.0005384888810911522 2.9012378766068992e-11
NADH 2.45021e-07 2.478660962999972e-07 9.49956623997805e-18 0.012434684216689763 1.5823303543038847e-08
P3GA 7.19791e-05 7.188148432000031e-05 2.726769848501389e-15 0.0007264524704944009 5.2630276103915464e-11
P2GA 1.20293e-05 1.2012856819999785e-05 7.736649939143064e-17 0.0007322007553617164 5.346533017425159e-11
PEP 2.02575e-05 2.0216231990000304e-05 6.848439159827183e-16 0.001294480725577082 1.6688599911995895e-10
Pyr 5.85717e-05 5.856038971999725e-05 3.584693973515626e-17 0.0001022402928004799 1.0448954923525377e-12
Lac 0.00140443 0.0014046103509999812 9.694189166822376e-15 7.009707246752813e-05 4.914772144815061e-13
NADPH 6.40171e-05 6.402415826000258e-05 3.800556018784199e-17 9.628966853767975e-05 9.27390830796071e-13
NADP 1.07852e-07 1.0083929911000085e-07 3.802057988041388e-17 0.06114761883679306 3.2686041686146303e-07
BPGSP 2.99956e-07 2.998996040999994e-07 3.438399567211388e-20 0.0006183043177751059 3.821565338624211e-11
BPGSPB13PG 2.15521e-08 2.1566431080000102e-08 7.050213450686596e-23 0.0003893344655774796 1.5178292644968394e-11
BPGSPP 6.88542e-07 6.889979492999749e-07 7.193600148146665e-20 0.0003892738387133411 1.5173481160424275e-11
BPGSPPP3GA 9.16871e-11 9.162343661000058e-11 9.700147800743694e-28 0.00033992460265658167 1.1538839217450913e-11
BPGSPPP2GA 8.37576e-12 8.369904900000082e-12 8.18720391893622e-30 0.00034185920650685266 1.1670443123001916e-11
BPGSPB23PG 1.66687e-06 1.6657112930000095e-06 3.2053880673337245e-19 0.00033989171436547334 1.1536586286275962e-11
BPGSPPPhos 1.12298e-06 1.1237245300000413e-06 1.9117698918327163e-19 0.00038909705845194763 1.5159743083081878e-11
P6GL 1.12797e-08 9.572881946000016e-09 4.379442390176324e-18 0.2186083295574274 3.4421018721855655e-06
P6G 3.41956e-05 4.258089202999981e-05 5.056147771380168e-11 0.16699179148134038 4.32393644162119e-06
Ru5P 4.1504e-06 5.107664381000014e-06 1.4958983227054506e-13 0.07572315231054094 8.684047022562869e-07
GSSG 8.57847e-08 6.908604581000059e-08 5.779245552770303e-17 0.11003864591018597 7.85328708515609e-07
Xu5P 7.57335e-06 1.0422899164999945e-05 1.9973653795714603e-12 0.13559392200296258 3.482422513396144e-06
Rib5P 4.89949e-06 4.187495768999971e-06 4.684524896438388e-13 0.1634475422323615 1.9514786316939148e-06
TK 1.47938e-07 1.2126895700000352e-07 2.270415221491872e-16 0.12425188971675372 1.0373989487194922e-06
TKXu5P 5.35348e-09 6.145072805000096e-09 9.928401991432135e-20 0.051275823489131005 3.4642321186029166e-07
TKG 1.73688e-07 1.9990396509999954e-07 2.2591512263654317e-16 0.07518846925640413 7.488686924596255e-07
TKGRib5P 1.48964e-09 1.2788833469999982e-09 1.168972478806758e-20 0.08454174565703816 5.267949895045087e-07
Sed7P 6.08067e-06 5.432971307000013e-06 1.7438697505436885e-13 0.07686340345348189 4.716405910104693e-07
Ery4P 7.38402e-07 6.887974598000091e-07 4.010534273953714e-15 0.09194107540760076 7.355572890527129e-07
TKGEry4P 1.53141e-09 1.4031111650000056e-09 1.40913710177654e-20 0.08460276256143934 6.008558479993376e-07
ADP 0.000110229 0.00011023682830000228 4.148861531966329e-15 0.0005843025220810273 3.414580429517145e-11
MgB13PG 2.59722e-08 2.446242518000027e-08 6.221917282433721e-19 0.032245016698822807 9.223733704092352e-08
MgFru16P2 3.46547e-07 3.590314137999974e-07 1.0028448400841693e-16 0.02789230611438844 8.35044186984879e-08
MgGlc16P2 1.57958e-05 1.5725710610000106e-05 1.0299701820130456e-14 0.00645360003947773 4.128016260951384e-09
MgPhos 1.25271e-05 1.2510391399999981e-05 2.548030452419063e-15 0.004034887309583939 1.623691531438265e-09
Hb 0.00365369 0.003654415055999927 4.613838557222675e-13 0.0001858717233120867 3.4561902007013144e-12
HbMgATP 0.000216893 0.00021691873609999942 3.701547121746865e-15 0.0002804752707402444 7.86850786749227e-12
HbATP 0.000208352 0.00020831103090000261 3.564594791575955e-15 0.0002866109745965234 8.211344348918459e-12
HbADP 0.000100685 0.00010071281249999875 2.0486636051742986e-15 0.0004494181440192884 2.0208825146639242e-11
HbB23PG 0.00281996 0.002819092710999989 4.885935372381158e-13 0.00024795022138931664 6.144144137909535e-12
HbB13PG 4.25946e-07 5.498242977000058e-07 6.381238138068794e-15 0.1452875993868768 3.5171902755255725e-06
vhk 5.61546e-07 5.615814615000122e-07 4.0203214348515628e-22 3.570406183253898e-05 1.2749696853830982e-13
vgpi 5.0369e-07 5.037254388000218e-07 4.0192137479228876e-22 3.979941309529896e-05 1.5843404366222558e-13
vpfk 5.42261e-07 5.422960997999837e-07 4.016860039417198e-22 3.695786450156211e-05 1.3660392816916555e-13
vald 5.42261e-07 5.422960997999837e-07 4.016860039417198e-22 3.695786450156211e-05 1.3660392816916555e-13
vtpi -5.42261e-07 -5.422960997999837e-07 4.016860039417198e-22 0.0 0.0
vgapdh 1.10381e-06 1.1038773899999607e-06 1.646285712817293e-21 3.675629822415e-05 1.3511207708205574e-13
vpgk 8.90441e-07 8.903698940999843e-07 9.773397229307053e-21 0.00011103305988830093 1.2326347831326246e-12
vpgm 1.10371e-06 1.1037846619999784e-06 1.6170221791643123e-21 3.6431213159196624e-05 1.3272900556415833e-13
veno 1.10381e-06 1.1038773899999607e-06 1.646285712817293e-21 3.675629822415e-05 1.3511207708205574e-13
vpk 1.10381e-06 1.1038773899999607e-06 1.646285712817293e-21 3.675629822415e-05 1.3511207708205574e-13
vldh 1.09981e-06 1.099941046999932e-06 2.5609126447110303e-20 0.00014548826779605702 2.1171608466374893e-12
vldhp 6.91181e-09 6.910621389000067e-09 5.809764584321611e-25 0.00011029661074668007 1.2161098128515845e-12
vbpgsp1 2.13366e-07 2.13507676100001e-07 6.906107337797831e-21 0.00038922718784463505 1.5169904110656772e-11
vbpgsp2 2.13366e-07 2.13507676100001e-07 6.906107337797831e-21 0.00038922718784463505 1.5169904110656772e-11
vbpgsp3 9.30727e-11 9.307266264999963e-11 2.122465076680877e-31 4.9499195216158605e-06 2.445565971953556e-15
vbpgsp4 -9.30727e-11 -9.307266264999958e-11 2.1226456326131634e-31 0.0 0.0
vbpgsp5 9.30727e-11 9.307266264999958e-11 2.1226456326131634e-31 4.950130059432779e-06 2.445688096486265e-15
vbpgsp6 -9.30727e-11 -9.307266264999958e-11 2.1226456326131634e-31 0.0 0.0
vbpgsp7 -2.1684e-19 2.450297000000002e-21 4.979255850243496e-38 91.06751644692127 0.0
vbpgsp8 2.13366e-07 2.13507676100001e-07 6.906107337797831e-21 0.00038922718784463505 1.5169904110656772e-11
vbpgsp9 2.13366e-07 2.13507676100001e-07 6.906107337797831e-21 0.00038922718784463505 1.5169904110656772e-11
vg6pdh 5.78561e-08 5.7856021800004224e-08 4.277953245968286e-26 3.574945692952145e-06 1.2839840302092397e-15
vpglhydrolysis 5.78561e-08 5.7856021800004224e-08 4.277953245968286e-26 3.574945692952145e-06 1.2839840302092397e-15
vp6gdh 5.78561e-08 5.7856021800004224e-08 4.277953245968286e-26 3.574945692952145e-06 1.2839840302092397e-15
vgssgr 1.088e-07 1.0880141350001095e-07 3.5331344450857633e-25 5.463180434263606e-06 3.056710440318966e-15
vru5pe 3.85707e-08 3.8570684829998546e-08 1.8460134043076897e-26 3.5225735938549847e-06 1.2440160013227341e-15
vr5pi 1.92854e-08 1.9285337639996974e-08 5.928782740801667e-27 3.992597415218123e-06 1.5221601756820746e-15
vtk1 3.85707e-08 3.8570684829998546e-08 1.8460134043076897e-26 3.5225735938549847e-06 1.2440160013227341e-15
vtk2 3.85707e-08 3.8570684829998546e-08 1.8460134043076897e-26 3.5225735938549847e-06 1.2440160013227341e-15
vtk3 1.92854e-08 1.9285337639996974e-08 5.928782740801667e-27 3.992597415218123e-06 1.5221601756820746e-15
vtk4 1.92854e-08 1.9285337639996974e-08 5.928782740801667e-27 3.992597415218123e-06 1.5221601756820746e-15
vtk5 1.92854e-08 1.9285337639996974e-08 5.928782740801667e-27 3.992597415218123e-06 1.5221601756820746e-15
vtk6 1.92854e-08 1.9285337639996974e-08 5.928782740801667e-27 3.992597415218123e-06 1.5221601756820746e-15
vta 1.92854e-08 1.9285337639996974e-08 5.928782740801667e-27 3.992597415218123e-06 1.5221601756820746e-15
vak 0.0 -5.692024999999984e-23 1.236071138629317e-40 0.0 0.0
vatpase 8.90441e-07 8.903698940999843e-07 9.773397229307053e-21 0.00011103305988830093 1.2326347831326246e-12
vox 1.088e-07 1.0880141350001095e-07 3.5331344450857633e-25 5.463180434263606e-06 3.056710440318966e-15
voxnadh 3.99385e-09 3.9361077000000174e-09 1.8200202338839778e-20 0.034274500554918534 1.1410185811107087e-07
