species_id wild_type mean var CV ER
MgATP 0.00152212 0.001522021817000032 3.6954507582807015e-14 0.0001263027574185455 1.59503792396265e-12
Glc6P 4.10568e-05 4.165047794999978e-05 2.8523411796777647e-13 0.012822737347623783 1.6921204642850185e-08
MgADP 9.3914e-05 9.406855110000024e-05 1.6052718656291293e-13 0.00425921773629299 1.8200692725622858e-09
B23PG 0.00308725 0.0030723300389999928 8.355498794668448e-10 0.009408455244897853 8.766551376360177e-09
Glc16P2 0.000106204 0.00010603784879999823 5.041138777185442e-15 0.0006695814570070559 4.469376182481e-11
GSH 0.00320001 0.003200001147000125 9.035639261540523e-17 2.9704982983906268e-06 8.812728324869568e-16
Fru6P 1.33196e-05 1.255113652999994e-05 1.4538415438250013e-13 0.030379140577850162 8.194731136355049e-08
Fru16P2 2.33004e-06 2.33706183800001e-06 1.1895978445346271e-15 0.01475808068733847 2.19115658984137e-08
ATP 0.000158404 0.00015804064220000143 7.945370699173183e-13 0.0056401193800294765 3.1665173862216454e-09
Mg 0.000370341 0.0003721029046999977 3.9408145773168075e-12 0.00533494492386678 2.8733095075672564e-09
AMP 2.94017e-05 2.9389540300000127e-05 4.7849597419624836e-15 0.0023536742229711342 5.535201117234934e-10
Phos 0.000994883 0.0009948830000000351 -1.300195574035351e-19 nan 0.0
GrnP 2.19974e-05 2.1967180030000105e-05 1.79455323837948e-14 0.006098230899625051 3.708631161336573e-09
GraP 5.2942e-06 5.360175164999931e-06 1.4021662330253214e-15 0.006985874347846825 5.002634991324584e-09
MgB23PG 0.000768035 0.0007657198244999966 9.062378062935554e-12 0.00393143587989461 1.5363145815294743e-09
NAD 5.9895e-05 5.9893028070002164e-05 3.981906848126141e-19 1.0535842683769234e-05 1.109513592112421e-14
B13PG 3.68147e-07 3.66794545400002e-07 6.43183885783359e-18 0.006914244118068266 4.745616325974034e-09
NADH 2.45021e-07 2.4697206010000855e-07 3.960315662924894e-19 0.00254810357581852 6.596646124901184e-10
P3GA 7.19791e-05 7.189211155000016e-05 3.113023182844807e-14 0.0024541999218967428 6.008547936753317e-10
P2GA 1.20293e-05 1.2016345350000033e-05 9.085635353334863e-16 0.0025084488508545473 6.2787702543865e-10
PEP 2.02575e-05 2.0227824719999515e-05 5.04805638809408e-15 0.003512472373057631 1.2301342251164193e-09
Pyr 5.85717e-05 5.8572650219997705e-05 1.5643763821694742e-19 6.7526734829088535e-06 4.5484505051263115e-15
Lac 0.00140443 0.0014044298859996406 1.9862922613113343e-18 1.0035095565634213e-06 5.841993555577574e-17
NADPH 6.40171e-05 6.401591713999839e-05 2.5844265622484286e-19 7.94134614068484e-06 6.275635566765914e-15
NADP 1.07852e-07 1.0908263080000132e-07 2.5788422959224193e-19 0.0046553977115578555 2.217013714411742e-09
BPGSP 2.99956e-07 3.0116346270000215e-07 4.945692487080626e-18 0.007384332992991507 5.4968261621990425e-09
BPGSPB13PG 2.15521e-08 2.1558327060000553e-08 1.2793307642957918e-22 0.0005246580798643337 2.7542522151868807e-11
BPGSPP 6.88542e-07 6.887391108999847e-07 1.3059099683319307e-19 0.0005246888954389338 2.754560826101482e-11
BPGSPPP3GA 9.16871e-11 9.160245931999999e-11 3.137091061595981e-26 0.0019335545499211877 3.731733773881807e-10
BPGSPPP2GA 8.37576e-12 8.411817313000044e-12 1.5541914347412447e-26 0.014820485249004745 2.2154199494162087e-08
BPGSPB23PG 1.66687e-06 1.6651367410000059e-06 1.0074850999406795e-17 0.001906204157394328 3.626061524264479e-10
BPGSPPPhos 1.12298e-06 1.1233023979999967e-06 3.4723509508436374e-19 0.0005245840967868122 2.7534659219341508e-11
P6GL 1.12797e-08 8.80151474200038e-09 4.148921672612965e-18 0.23142495993147458 3.2609199492827813e-06
P6G 3.41956e-05 3.0421588930000134e-05 1.978154396311159e-11 0.1462002782325032 1.6916858976696702e-06
Ru5P 4.1504e-06 4.363869262999987e-06 2.527270991607314e-13 0.11520044989480215 1.4671411683918833e-06
GSSG 8.57847e-08 8.897567439999986e-08 2.4605989603029565e-17 0.05575054658499568 3.343652706935041e-07
Xu5P 7.57335e-06 6.70295384200003e-06 7.579860417252129e-13 0.12988660800867086 1.3215547258134675e-06
Rib5P 4.89949e-06 4.668931305000032e-06 2.291488725078981e-13 0.10252773854523158 9.545880063855927e-07
TK 1.47938e-07 1.4908050169999888e-07 1.0674594521746721e-16 0.0693034489120091 4.877439611004508e-07
TKXu5P 5.35348e-09 5.651493105999979e-09 6.00621042558929e-20 0.043364772225000396 2.0956954689381747e-07
TKG 1.73688e-07 1.7231001720000006e-07 1.0989168847047245e-16 0.06083757538173644 3.642715197495261e-07
