species_id wild_type mean var CV ER
MgATP 0.00152212 0.0015219743529999677 8.525106669725465e-15 6.066561110457911e-05 3.6795966273928116e-13
Glc6P 4.10568e-05 4.123846544999669e-05 2.4318065250580447e-14 0.0037814817921198516 1.442642824600604e-09
MgADP 9.3914e-05 9.414320154999938e-05 2.6851228496672922e-14 0.0017405765043534353 3.0444124419215515e-10
B23PG 0.00308725 0.003069939767999918 1.517794775598286e-10 0.0040130694166449765 1.5924633612440786e-09
Glc16P2 0.000106204 0.00010619688639999813 1.0293054460501673e-15 0.00030210669619616084 9.125621525107874e-12
GSH 0.00320001 0.0032000145030003984 2.1579011364250555e-17 1.451656373623731e-06 2.524869202602531e-16
Fru6P 1.33196e-05 1.3411345939999697e-05 1.1124183636950269e-14 0.007864329651737391 6.270263373830965e-09
Fru16P2 2.33004e-06 2.31637392699996e-06 6.917377125586223e-17 0.003590558928823613 1.2741328051735224e-09
ATP 0.000158404 0.00015787602480000712 1.357281159867242e-13 0.0023335586883356713 5.40925612091403e-10
Mg 0.000370341 0.0003715518492000086 7.136094849847812e-13 0.002273583348235211 5.203038589529641e-10
AMP 2.94017e-05 2.9459992590000573e-05 1.09630829772292e-15 0.001123915646705879 1.2682002612507404e-10
Phos 0.000994883 0.0009948830000000351 -1.300195574035351e-19 nan 0.0
GrnP 2.19974e-05 2.185524043999931e-05 2.9343704653489995e-15 0.0024785739600033585 6.064182116682915e-10
GraP 5.2942e-06 5.261085441000176e-06 1.54119213155216e-16 0.0023596795929121056 5.498650203272782e-10
MgB23PG 0.000768035 0.0007662023243999883 1.7741051978687066e-12 0.0017383860129918946 3.0075811179308687e-10
NAD 5.9895e-05 5.989566274000503e-05 2.557034476263735e-19 8.442535920461229e-06 7.0876415847465065e-15
B13PG 3.68147e-07 3.666830636000103e-07 1.133686373627922e-18 0.002903725858747403 8.364700559315707e-10
NADH 2.45021e-07 2.443396344999894e-07 2.5238575428781255e-19 0.0020560728532234398 4.2039565102403034e-10
P3GA 7.19791e-05 7.186519952999843e-05 6.313928841749119e-15 0.0011056844601013201 1.2186719899887067e-10
P2GA 1.20293e-05 1.201013725000042e-05 1.7909808982346756e-16 0.001114288135800437 1.237685462451843e-10
PEP 2.02575e-05 2.0215256180000938e-05 9.840431268183366e-16 0.0015517716625622262 2.397962759470573e-10
Pyr 5.85717e-05 5.8571427649994e-05 3.1587810749358485e-18 3.0344078542093425e-05 9.204863538059272e-14
Lac 0.00140443 0.0014044381729997346 1.2054337630612762e-16 7.817520891955793e-06 6.0806693014114895e-15
NADPH 6.40171e-05 6.401363721000171e-05 4.339856850499276e-18 3.254357038802272e-05 1.0588145915590985e-13
NADP 1.07852e-07 1.1136075090000056e-07 4.33542819297094e-18 0.018697513179920123 3.727139013398606e-08
BPGSP 2.99956e-07 3.0127777970000375e-07 9.049707155469015e-19 0.0031575494508022674 1.005818035948458e-09
BPGSPB13PG 2.15521e-08 2.1560855469998985e-08 3.065973886495423e-23 0.0002568137292757311 6.600660018563076e-12
BPGSPP 6.88542e-07 6.888199325000347e-07 3.1362070268291794e-20 0.0002570967909631602 6.615228365092207e-12
BPGSPPP3GA 9.16871e-11 9.157900497000453e-11 6.046714764876614e-27 0.0008491097364195508 7.192885419504692e-11
BPGSPPP2GA 8.37576e-12 8.438480424000034e-12 4.521160953477939e-28 0.002519769047826058 6.444682532524837e-10
BPGSPB23PG 1.66687e-06 1.664806744999949e-06 2.0190470028280617e-18 0.0008535115212835469 7.266797827920612e-11
BPGSPPPhos 1.12298e-06 1.1234333350000206e-06 8.364370806664711e-20 0.0002574360318176498 6.63268131528838e-12
P6GL 1.12797e-08 1.2024445840000809e-08 6.374546998663919e-19 0.06639870254390766 5.010190386372848e-07
P6G 3.41956e-05 2.890384167000045e-05 5.50012208834117e-12 0.08113917644114423 4.7036161533386965e-07
Ru5P 4.1504e-06 4.2855069059998375e-06 1.696670885325653e-14 0.03039461204424372 9.849579697944754e-08
GSSG 8.57847e-08 8.342809374999492e-08 5.5920100651155286e-18 0.02834468609419525 7.598856981657631e-08
Xu5P 7.57335e-06 7.198015641000427e-06 1.3759416300253727e-14 0.0162962327693295 2.3989652372513602e-08
Rib5P 4.89949e-06 4.921180612000162e-06 2.3453265783838906e-14 0.03111948192445776 9.770157708071103e-08
TK 1.47938e-07 1.4271073949999825e-07 1.896977743811626e-17 0.030519292475699324 8.667677605550539e-08
TKXu5P 5.35348e-09 5.386300854999965e-09 7.888134522251002e-21 0.016489084615689344 2.7523390974582007e-08
TKG 1.73688e-07 1.788323462999957e-07 1.816026079275101e-17 0.023829501975551785 6.019805401489275e-08
TKGRib5P 1.48964e-09 1.5409142100000235e-09 5.6183442086964655e-21 0.04864360029777976 2.531895003557327e-07
Sed7P 6.08067e-06 6.276994246000049e-06 1.213974261507407e-13 0.05550767143971031 3.283270083762613e-07
Ery4P 7.38402e-07 7.606484707000004e-07 3.054651673293413e-16 0.022977186568743688 5.602423892048236e-08
TKGEry4P 1.53141e-09 1.5296359079999775e-09 9.154989081069921e-22 0.0197806630578289 3.9036859656627067e-08
ADP 0.000110229 0.00011015310490000023 4.649434270327485e-15 0.0006190180502804498 3.826559018538234e-11
MgB13PG 2.59722e-08 2.5449144709999915e-08 1.4591488209749826e-19 0.015009858670657452 2.1631274651245925e-08
MgFru16P2 3.46547e-07 3.44696474100004e-07 9.699819566327043e-19 0.002857228588069001 8.07680070258332e-10
MgGlc16P2 1.57958e-05 1.5803090849999467e-05 1.0326766263751927e-15 0.0020334810840075303 4.138863136882165e-10
MgPhos 1.25271e-05 1.256800535999994e-05 8.156248905810185e-16 0.0022723691161231525 5.197438968984614e-10
Hb 0.00365369 0.0036623686099997023 3.8354103828455374e-11 0.0016910010091298695 2.8730847039248885e-10
HbMgATP 0.000216893 0.00021738711049999905 1.2581619172008907e-13 0.001631678074628004 2.6745176120446247e-10
HbATP 0.000208352 0.0002081512029000122 1.7876120616638774e-14 0.0006423292707963197 4.117921036383976e-11
HbADP 0.000100685 0.00010085524830000001 1.1920988595143084e-14 0.0010825741017310812 1.175933339370161e-10
HbB23PG 0.00281996 0.0028107933060000255 4.254599339395364e-11 0.002320600724966669 5.35023402559176e-10
HbB13PG 4.25946e-07 4.445998298999856e-07 1.4206598706574222e-16 0.02680870058965916 7.830347298156681e-08
vhk 5.61546e-07 5.615463998999915e-07 1.0023506475453363e-23 5.637988560237116e-06 3.1676439249395117e-15
vgpi 5.0369e-07 5.03690482199982e-07 1.0106254828967426e-23 6.311482435442739e-06 3.990074937121335e-15
vpfk 5.42261e-07 5.422610425999645e-07 1.068453404870512e-23 6.027946497093172e-06 3.6271874392923564e-15
vald 5.42261e-07 5.422610425999645e-07 1.068453404870512e-23 6.027946497093172e-06 3.6271874392923564e-15
vtpi -5.42261e-07 -5.422610425999645e-07 1.068453404870512e-23 0.0 0.0
vgapdh 1.10381e-06 1.1038077700000298e-06 3.0458058390102585e-23 4.999857889505798e-06 2.522448916408848e-15
vpgk 8.90441e-07 8.903549497000752e-07 2.887501826876418e-21 6.0352874061526744e-05 3.6416897275515225e-13
vpgm 1.10371e-06 1.103661961999953e-06 8.551829784996135e-22 2.6496801321643204e-05 7.019891334891782e-14
veno 1.10381e-06 1.1038077700000298e-06 3.0458058390102585e-23 4.999857889505798e-06 2.522448916408848e-15
vpk 1.10381e-06 1.1038077700000298e-06 3.0458058390102585e-23 4.999857889505798e-06 2.522448916408848e-15
vldh 1.09981e-06 1.0998623570000362e-06 5.261689817998057e-21 6.59514400352046e-05 4.350109161777027e-13
vldhp 6.91181e-09 6.911379306999912e-09 1.0962451791722456e-25 4.790591282952961e-05 2.294585965678664e-13
vbpgsp1 2.13366e-07 2.1345252890000737e-07 3.005711264061255e-21 0.00025684571512072626 6.602341562356173e-12
vbpgsp2 2.13366e-07 2.1345252890000737e-07 3.005711264061255e-21 0.00025684571512072626 6.602341562356173e-12
vbpgsp3 9.30727e-11 1.4610428661000682e-10 7.780991557650466e-22 0.19092135765320933 8.982357136372831e-06
vbpgsp4 -9.30727e-11 -1.4610428335000748e-10 7.780988674161274e-22 0.0 0.0
vbpgsp5 9.30727e-11 1.4610428335000748e-10 7.780988674161274e-22 0.19092132653726718 8.982353807689992e-06
vbpgsp6 -9.30727e-11 -1.4610428335000748e-10 7.780988674161274e-22 0.0 0.0
vbpgsp7 -2.1684e-19 -7.914663399999943e-21 5.412756672630021e-38 0.0 0.0
vbpgsp8 2.13366e-07 2.1345252890000737e-07 3.005711264061255e-21 0.00025684571512072626 6.602341562356173e-12
vbpgsp9 2.13366e-07 2.1345252890000737e-07 3.005711264061255e-21 0.00025684571512072626 6.602341562356173e-12
vg6pdh 5.78561e-08 5.785591091000022e-08 1.6589744836797878e-26 2.2262406959176144e-06 4.928502050915994e-16
vpglhydrolysis 5.78561e-08 5.785591091000022e-08 1.6589744836797878e-26 2.2262406959176144e-06 4.928502050915994e-16
vp6gdh 5.78561e-08 5.785591091000022e-08 1.6589744836797878e-26 2.2262406959176144e-06 4.928502050915994e-16
vgssgr 1.088e-07 1.088004745000141e-07 2.4780487615707644e-25 4.5753480267846155e-06 2.140909671766167e-15
vru5pe 3.85707e-08 3.85705981599945e-08 7.9442237460282e-27 2.3108372502089137e-06 5.0505155613223e-16
vr5pi 1.92854e-08 1.9285295309996038e-08 2.3966580376745865e-27 2.538497514626203e-06 5.450306872489819e-16
vtk1 3.85707e-08 3.85705981599945e-08 7.9442237460282e-27 2.3108372502089137e-06 5.0505155613223e-16
vtk2 3.85707e-08 3.85705981599945e-08 7.9442237460282e-27 2.3108372502089137e-06 5.0505155613223e-16
vtk3 1.92854e-08 1.9285295309996038e-08 2.3966580376745865e-27 2.538497514626203e-06 5.450306872489819e-16
vtk4 1.92854e-08 1.9285295309996038e-08 2.3966580376745865e-27 2.538497514626203e-06 5.450306872489819e-16
vtk5 1.92854e-08 1.9285295309996038e-08 2.3966580376745865e-27 2.538497514626203e-06 5.450306872489819e-16
vtk6 1.92854e-08 1.9285295309996038e-08 2.3966580376745865e-27 2.538497514626203e-06 5.450306872489819e-16
vta 1.92854e-08 1.9285295309996038e-08 2.3966580376745865e-27 2.538497514626203e-06 5.450306872489819e-16
vak 0.0 -3.287840260000084e-21 1.125065848109551e-40 0.0 0.0
vatpase 8.90441e-07 8.903549497000752e-07 2.887501826876418e-21 6.0352874061526744e-05 3.6416897275515225e-13
vox 1.088e-07 1.088004745000141e-07 2.4780487615707644e-25 4.5753480267846155e-06 2.140909671766167e-15
voxnadh 3.99385e-09 3.945438967999829e-09 5.10134466487387e-21 0.018102852124049773 3.198167218926296e-08
vlactransport 1.10673e-06 1.1067727399999362e-06 5.268336343466891e-21 6.558103900472438e-05 4.300822142866423e-13
vpyrtransport -2.91797e-09 -2.96593980799969e-09 5.0679330585396066e-21 0.0 0.0
vphostransport 0.0 -8.34932279999994e-24 2.3979903507444407e-44 0.0 0.0
vmgatp -4.44089e-16 -4.4408899999991275e-16 9.973303914061784e-44 0.0 0.0
vmgadp 1.38778e-17 -5.6288356800001136e-18 2.1645345891863735e-34 0.0 0.00011238886399999999
vmgb23pg 1.11022e-16 -1.9428917200000133e-17 2.695162199790682e-32 0.0 0.00021865872613762943
vmgb13pg -6.77626e-21 -1.034056782000005e-21 2.973229034417352e-41 0.0 0.0
vmgfru16p2 0.0 -1.737432122000061e-20 3.514070607850544e-39 0.0 0.0
vmgglc16p2 -6.93889e-18 -3.521489259999907e-19 3.441865162989375e-35 0.0 0.0
vmgphos -1.73472e-18 -5.492131530000158e-19 3.312489584600353e-36 0.0 0.0
vhbmgatp 2.77556e-16 4.8083737659998034e-17 1.6228026415816164e-32 2.649321317253858 2.106514563162463e-05
vhbatp 0.0 -9.52571469000017e-18 1.4848263024275748e-33 0.0 0.0
vhbadp 1.38778e-17 -1.8873808000001197e-19 2.84963991873822e-34 0.0 0.00014796150400000002
vhbbpg 4.44089e-16 -8.535408680000075e-17 4.581431812750619e-31 0.0 0.00023230641104177456
vhbb13pg 1.0842e-19 9.042228000000104e-21 6.992334766315644e-39 9.247740885662658 5.9484444e-05
