species_id wild_type mean var CV ER
MgATP 0.00152212 0.001522120444999991 4.6697349898603205e-17 4.489490924769209e-06 2.0232926445373778e-15
Glc6P 4.10568e-05 4.115088514999975e-05 2.36844265776599e-15 0.0011826391615388622 1.4050529482112495e-10
MgADP 9.3914e-05 9.386286080000004e-05 7.517854290594242e-16 0.0002921145338022112 8.523802486060106e-12
B23PG 0.00308725 0.0030905130080000893 3.040015364346783e-12 0.0005641665247568722 3.189570936257269e-11
Glc16P2 0.000106204 0.00010615998040000072 5.673043199777324e-16 0.00022436092180434496 5.029621030772091e-12
GSH 0.00320001 0.0032000217380002867 7.438304529608364e-17 2.695156874487554e-06 7.343903263290485e-16
Fru6P 1.33196e-05 1.3360894869999884e-05 4.17253680837545e-16 0.0015288488168688104 2.351894380137054e-10
Fru16P2 2.33004e-06 2.334743152999998e-06 3.5567006178600447e-17 0.0025543743511895964 6.551195464998827e-10
ATP 0.000158404 0.00015851742420000016 3.338652415651623e-15 0.00036450928629918976 1.3305742996294612e-11
Mg 0.000370341 0.0003701276263999977 1.4086373694482328e-14 0.0003206624457051351 1.027059101099681e-11
AMP 2.94017e-05 2.9380745749999575e-05 2.8121971121716457e-16 0.0005707685881289411 3.253124828406229e-11
Phos 0.000994883 0.0009948830000000351 -1.300195574035351e-19 nan 0.0
GrnP 2.19974e-05 2.2118269409999684e-05 5.353977650434554e-15 0.003308164777352074 1.10645524165065e-09
GraP 5.2942e-06 5.310558027000133e-06 2.138073230435223e-16 0.0027534115469934474 7.628196813547205e-10
MgB23PG 0.000768035 0.0007684051158000007 3.5445997066767797e-14 0.0002450153825056229 6.009035136145258e-12
NAD 5.9895e-05 5.989505234000062e-05 1.7093315127132668e-19 6.902750893451744e-06 4.786859797434317e-15
B13PG 3.68147e-07 3.684757832999878e-07 3.1007784808308466e-20 0.00047788832422541566 2.2878524275071753e-11
NADH 2.45021e-07 2.4494754890000017e-07 1.7180458790205214e-19 0.0016921711271306956 2.861726513425644e-10
P3GA 7.19791e-05 7.199115878999905e-05 4.2097776533735755e-17 9.012606611009363e-05 8.125381700807565e-13
P2GA 1.20293e-05 1.2030831150000319e-05 5.156409484650704e-19 5.968676867491628e-05 3.5634528661177e-13
PEP 2.02575e-05 2.026152886999955e-05 4.1280054007704235e-18 0.00010027621104024841 1.0059338251267036e-12
Pyr 5.85717e-05 5.859955347999796e-05 5.427596651125904e-16 0.0003975662195799791 1.5820912135922073e-11
Lac 0.00140443 0.0014032450360000313 2.7612893881281486e-12 0.001184192884966735 1.399947327507256e-10
NADPH 6.40171e-05 6.401269168999887e-05 1.0607808760415044e-16 0.00016089655723276104 2.588408720693991e-12
NADP 1.07852e-07 1.1230950662999828e-07 1.0603276614174458e-16 0.09168610558028088 9.115566951146903e-07
BPGSP 2.99956e-07 2.9968782870000265e-07 2.0530539045470674e-20 0.00047811357083941866 2.2818408640379317e-11
BPGSPB13PG 2.15521e-08 2.1552124740000332e-08 1.3381940573329786e-26 5.3674679077424485e-06 2.9096502984771176e-15
BPGSPP 6.88542e-07 6.885408287000117e-07 1.2897535012452488e-23 5.215832785046494e-06 2.729738657336611e-15
BPGSPPP3GA 9.16871e-11 9.170237615000005e-11 6.735207374799106e-29 8.9494201398728e-05 8.01187161059147e-13
BPGSPPP2GA 8.37576e-12 8.377751776999854e-12 2.740603300836556e-29 0.0006248785249853483 3.906588852409243e-11
BPGSPB23PG 1.66687e-06 1.6671398300000019e-06 2.073368796990903e-20 8.637066267797891e-05 7.462237938682393e-13
BPGSPPPhos 1.12298e-06 1.1229789589999745e-06 4.166154931847278e-23 5.747726430394372e-06 3.294398087660966e-15
P6GL 1.12797e-08 1.0201556640999897e-08 1.929903893732793e-18 0.13617625799661917 1.5168428338310114e-06
P6G 3.41956e-05 3.4189119219999765e-05 2.631137102981855e-11 0.15003197516448202 2.2501062304539963e-06
Ru5P 4.1504e-06 2.905720412000022e-06 1.873306114199975e-13 0.14895344466911045 1.087498938684467e-06
GSSG 8.57847e-08 7.898613650000097e-08 1.467834198700097e-17 0.048505125163182256 1.994606951815525e-07
Xu5P 7.57335e-06 7.5537156569999955e-06 3.270941708465783e-13 0.0757139265749838 5.702913028351353e-07
Rib5P 4.89949e-06 3.3495552910000197e-06 7.318530153171171e-13 0.2554022872062516 3.048752120026427e-06
TK 1.47938e-07 1.2836708250000088e-07 1.91504622530553e-16 0.10780426922071668 8.750236177371029e-07
TKXu5P 5.35348e-09 5.811361295000056e-09 3.7646282028949765e-20 0.03338744373574957 1.3135594173334651e-07
TKG 1.73688e-07 1.9309608179999776e-07 1.9251120814531645e-16 0.07185459541081521 6.381406213297635e-07
TKGRib5P 1.48964e-09 1.150235622900004e-09 3.4632278396380106e-20 0.16179076122581565 1.560696343593293e-06
Sed7P 6.08067e-06 4.451637763000003e-06 6.605029449382479e-13 0.18256501674104791 1.7863719421541302e-06
Ery4P 7.38402e-07 6.421909949000025e-07 5.693745813667387e-15 0.11749917738382476 1.044268905130974e-06
TKGEry4P 1.53141e-09 1.5752300319999958e-09 7.541696071949146e-21 0.05513032213598295 3.215778069388442e-07
ADP 0.000110229 0.0001102475568999973 2.1107669127402937e-16 0.00013178050414489615 1.7371935445709142e-12
MgB13PG 2.59722e-08 2.5614644229999406e-08 2.1852665365893275e-18 0.05771170160446971 3.23956679088766e-07
MgFru16P2 3.46547e-07 3.4836522460000243e-07 1.5745576604978057e-18 0.003602006476365197 1.3110953658745928e-09
MgGlc16P2 1.57958e-05 1.584001635999975e-05 5.660454803840962e-16 0.0015020003634078646 2.268652941506133e-10
MgPhos 1.25271e-05 1.2473497330000179e-05 2.7084750362671278e-17 0.0004172287052279002 1.725933085339193e-11
Hb 0.00365369 0.0036520622550000183 7.548949749943421e-13 0.00023790583565714017 5.654872858862347e-12
HbMgATP 0.000216893 0.00021679630160000314 2.6102964440001224e-15 0.0002356638924965613 5.54880122960455e-12
HbATP 0.000208352 0.000208416772599998 1.0072146464604016e-15 0.00015227490940941974 2.320214687046018e-12
HbADP 0.000100685 0.00010065773769999871 2.074643405994511e-16 0.00014309503482754228 2.0465037886552296e-12
HbB23PG 0.00281996 0.00282168584900003 8.475078938744189e-13 0.0003262595372395669 1.0657560589599769e-11
