species_id wild_type mean var CV ER
utp 0.450459 0.4423466278000023 5.381135859039432e-05 0.016583426019004508 2.6519383283829524e-08
udp 0.128998 0.13854041670000097 3.5039712913118026e-05 0.04272713570748673 2.1056907301988392e-07
gtp 0.29 0.2899999999999716 2.4896751327219135e-14 5.440932559697136e-07 0.0
gdp 0.1 0.10000000000001588 -1.7503359872605984e-15 nan 0.0
pp 0.000963556 0.0010864928502999924 5.227378339013045e-09 0.06654494863663842 5.630280265009002e-07
glc1p 0.00648624 0.006677202027999986 4.937652664038452e-08 0.033278653945737466 1.1736389339473963e-07
udpglc 0.160543 0.1591129559000017 1.1453521414600543e-05 0.02126982771861646 4.443818205026595e-08
glyglc 17.9807 16.37697018000002 5.811258246649857 0.14719787130029224 1.7974506909660404e-06
glc 3.09631 3.0913260700000063 8.777733994591586e-05 0.0030307240226855464 9.155742015209966e-10
glc6p 0.101948 0.10094261006000103 2.0295309095547803e-06 0.014113128797098595 1.9527122439699785e-08
fru6p 0.0531482 0.0560198300699999 9.167329630403297e-06 0.05404800109519031 3.2453812772332834e-07
fru16bp 0.00043426 0.00042784119349999764 2.5520281497949222e-09 0.1180755924002807 1.3532742072204007e-06
fru26bp 6.51612e-05 7.263808420999989e-05 5.1823010109611255e-11 0.09910531270349031 1.220518840806295e-06
grap 9.07629e-05 8.632943775999933e-05 1.84770221383877e-11 0.04979171407771159 2.242927582244536e-07
dhap 0.000483395 0.0004699113133999985 4.2481668792312034e-09 0.13870268981092868 1.8180141567109009e-06
bpg13 0.149057 0.25217630729999896 0.00326212903718065 0.22648856862439642 1.4682377422285286e-05
pg3 0.298135 0.5608469111999993 0.02469723548617825 0.2802075539340152 2.778576865092175e-05
pg2 0.058134 0.10721897842999947 0.0008281871816477986 0.26840622698932115 2.4505755255573237e-05
pep 0.00587575 0.00937596647800005 5.164151801193394e-06 0.2423725622505612 1.4957960479605603e-05
pyr 0.0136255 0.013253256360000049 2.1955516197981538e-07 0.03535486859852576 1.1826024003341873e-07
oaa 0.01 0.010000000000001426 -3.790641845552445e-17 nan 0.0
lac 1.8021e-06 1.3784775149999874e-06 1.378852897652301e-14 0.08518424558867238 4.245806159866472e-07
oaa_mito 7.26201e-05 9.620747398000003e-05 2.6946564856470366e-10 0.17062508968237855 5.109633188660023e-06
pep_mito 0.0117651 0.015085547720000175 7.680628337011525e-06 0.1837119014188586 5.548882192155191e-06
pyr_mito 0.00448379 0.004489592779999995 3.9648343051660684e-08 0.04435121994748146 1.9721253438722552e-07
gtp_mito 0.300065 0.3088742821999944 1.2760577473652779e-05 0.011565207126776032 1.4172277426593993e-08
gdp_mito 0.0899355 0.08112572180999965 1.2760605936847254e-05 0.04403287827914128 1.577643928293293e-07
GLUT2 -0.841039 -0.8408477387000001 1.134846380701493e-05 0.0 0.0
GK 0.075641 0.07573788409999974 9.399540281361529e-08 0.004047996596449839 1.6428279743685437e-09
G6PASE 0.91668 0.9165856210999951 1.1469547282372261e-05 0.003694877956784176 1.3649312078811704e-09
GPI -0.841039 -0.8408477387000001 1.134846380701493e-05 0.0 0.0
G16PI 0.0 8.055201999999988e-18 1.1909070629825579e-30 135.47604192976914 0.0
UPGASE 0.387778 0.3878084136000013 2.6732721100652945e-06 0.004216036448272456 1.7777751673664354e-09
PPASE 0.387778 0.3878084136000013 2.6732721100652945e-06 0.004216036448272456 1.7777751673664354e-09
GS 0.387778 0.3878084136000013 2.6732721100652945e-06 0.004216036448272456 1.7777751673664354e-09
GP 0.387778 0.3878084136000013 2.6732721100652945e-06 0.004216036448272456 1.7777751673664354e-09
NDKGTP 0.0 0.0 0.0 0.0 0.0
NDKUTP 0.387778 0.3878084136000013 2.6732721100652945e-06 0.004216036448272456 1.7777751673664354e-09
AK -0.0 0.0 0.0 0.0 0.0
PFK2 0.00199544 0.0022389938040000366 1.976341501188235e-08 0.06278821019635276 4.963461334626773e-07
FBP2 0.00199544 0.0022389938040000366 1.976341501188235e-08 0.06278821019635276 4.963461334626773e-07
PFK1 0.175929 0.15201406708999965 0.0006208319857584112 0.16390917464448762 2.0058535238767437e-06
FBP1 1.01697 0.9928617821999989 0.0006251065524617294 0.025181884736276982 6.044185266658175e-08
ALD -0.841039 -0.8408477387000001 1.134846380701493e-05 0.0 0.0
TPI -0.841039 -0.8408477387000001 1.134846380701493e-05 0.0 0.0
GAPDH -1.68208 -1.6816954449999926 4.539414609006087e-05 0.0 0.0
PGK -1.68208 -1.6816954449999926 4.539414609006087e-05 0.0 0.0
PGM -1.68208 -1.6816954449999926 4.539414609006087e-05 0.0 0.0
EN -1.68208 -1.6816954449999926 4.539414609006087e-05 0.0 0.0
PK 1.75148e-05 0.00025153280062000026 3.081982478115004e-08 0.6979438042138582 0.010046615936160942
PEPCK 0.0 0.0 0.0 0.0 0.0
PEPCKM 1.68209 1.6819471120000076 4.550730076680054e-05 0.004010774108543687 1.6083576128700373e-09
PC 1.74663 1.7711677750000083 0.00030003212681295466 0.009779669501985016 9.83480900274003e-09
LDH -3.25079 -3.246326340999894 7.981601849316178e-05 0.0 0.0
LACT 3.25079 3.246326340999894 7.981601849316178e-05 0.0027520280380467868 7.552873871108367e-10
PYRTM 3.25081 3.246578223999976 8.139879197699429e-05 0.0027789652011701604 7.702554560728992e-10
PEPTM 1.68209 1.6819471120000076 4.550730076680054e-05 0.004010774108543687 1.6083576128700373e-09
PDH 1.50418 1.4754103080000025 0.0002309459400922087 0.010300121618175853 1.0207296073982963e-08
