species_id wild_type mean var CV ER
utp 0.450459 0.4572388001000001 4.040496562554563e-05 0.013901904296765806 1.991242737833243e-08
udp 0.128998 0.13702468730000145 1.367357717999354e-05 0.026986232239476892 8.217054971093596e-08
gtp 0.29 0.2899999999999716 2.4896751327219135e-14 5.440932559697136e-07 0.0
gdp 0.1 0.10000000000001588 -1.7503359872605984e-15 nan 0.0
pp 0.000963556 0.0014850573008000014 5.8805581361776235e-08 0.1632924340562038 6.3338041125339915e-06
glc1p 0.00648624 0.006228676550000013 4.483949860069618e-08 0.033996530290474954 1.0657975543862941e-07
udpglc 0.160543 0.14573650550000208 7.20953987685298e-05 0.05826200450334629 2.797208246457128e-07
glyglc 17.9807 17.951605059999928 0.5398734044441085 0.04093008831046999 1.6698549309884792e-07
glc 3.09631 2.927683082000066 0.007031806575609423 0.028642399302662123 7.33462721042244e-08
glc6p 0.101948 0.1021736367999995 9.133586635519386e-07 0.009353665270426463 8.787876235705206e-09
fru6p 0.0531482 0.052370132710000156 7.010195945968654e-07 0.015987531171021235 2.4817214597416813e-08
fru16bp 0.00043426 0.0004515172174000026 6.787946276047704e-10 0.0577025336021626 3.5994715090212903e-07
fru26bp 6.51612e-05 6.02574859599998e-05 2.259505881288645e-11 0.07888523611966895 5.321515468098004e-07
grap 9.07629e-05 9.723552324000032e-05 3.5881394673222913e-11 0.06160411204649247 4.355646120887124e-07
dhap 0.000483395 0.0004817808908000005 3.769253932260691e-10 0.040297502230684706 1.6130621051173577e-07
bpg13 0.149057 0.13555586390999833 0.0005263433229703712 0.16924515691249448 2.368996208753937e-06
pg3 0.298135 0.28629187749999835 0.0013995315020000204 0.13067193209498315 1.5745510689255227e-06
pg2 0.058134 0.06132345425999964 2.4096627861547402e-05 0.08004819164244786 7.130103893668638e-07
pep 0.00587575 0.005694551772999942 1.2310655078493778e-07 0.061614231488107137 3.5657800008533913e-07
pyr 0.0136255 0.014668257579999417 9.748708996286663e-07 0.06731239227585813 5.251002324451859e-07
oaa 0.01 0.010000000000001426 -3.790641845552445e-17 nan 0.0
lac 1.8021e-06 1.7646431729999867e-06 2.6320077901707054e-14 0.09193622875007718 8.10455916456021e-07
oaa_mito 7.26201e-05 7.100876902000048e-05 1.813391705440478e-12 0.018964169506571642 3.4385705532880004e-08
pep_mito 0.0117651 0.01104685975999993 2.1894000178222675e-07 0.04235685614501327 1.5817355347909067e-07
pyr_mito 0.00448379 0.0045279903120000265 5.771106279968126e-09 0.016777376367134566 2.8705726600586347e-08
gtp_mito 0.300065 0.2990842542999992 4.446241517186422e-07 0.002229476891257201 4.938128281062326e-10
gdp_mito 0.0899355 0.09091575229999974 4.4461642495149944e-07 0.007334214618509538 5.496967828855226e-09
GLUT2 -0.841039 -0.8408482807000021 1.671422920679344e-05 0.0 0.0
GK 0.075641 0.08733101212999979 9.846360090648258e-05 0.11362381414506521 1.7209220168153295e-06
G6PASE 0.91668 0.9281792884999968 0.00011304018135904759 0.011454721893313242 1.345232445639777e-08
GPI -0.841039 -0.8408482807000021 1.671422920679344e-05 0.0 0.0
G16PI 0.0 -1.0434564999999983e-17 7.197353121709742e-31 0.0 0.0
UPGASE 0.387778 0.3876530961999998 2.2647273234810417e-06 0.003882081984250675 1.5060853586268408e-09
PPASE 0.387778 0.3876530961999998 2.2647273234810417e-06 0.003882081984250675 1.5060853586268408e-09
GS 0.387778 0.3876530961999998 2.2647273234810417e-06 0.003882081984250675 1.5060853586268408e-09
GP 0.387778 0.3876530961999998 2.2647273234810417e-06 0.003882081984250675 1.5060853586268408e-09
NDKGTP 0.0 0.0 0.0 0.0 0.0
NDKUTP 0.387778 0.3876530961999998 2.2647273234810417e-06 0.003882081984250675 1.5060853586268408e-09
AK -0.0 0.0 0.0 0.0 0.0
PFK2 0.00199544 0.0019940050190000043 5.564994509115362e-11 0.0037411586276212333 1.3976144853766748e-09
FBP2 0.00199544 0.0019940050190000043 5.564994509115362e-11 0.0037411586276212333 1.3976144853766748e-09
PFK1 0.175929 0.15915901170000024 0.00020582594314013172 0.09014026351235667 6.650055132847222e-07
FBP1 1.01697 1.0000073234000002 0.00020346403498505694 0.01426397752805176 1.9673035219758273e-08
ALD -0.841039 -0.8408482807000021 1.671422920679344e-05 0.0 0.0
TPI -0.841039 -0.8408482807000021 1.671422920679344e-05 0.0 0.0
GAPDH -1.68208 -1.6816965670000017 6.685581924381623e-05 0.0 0.0
PGK -1.68208 -1.6816965670000017 6.685581924381623e-05 0.0 0.0
PGM -1.68208 -1.6816965670000017 6.685581924381623e-05 0.0 0.0
EN -1.68208 -1.6816965670000017 6.685581924381623e-05 0.0 0.0
PK 1.75148e-05 1.5633053591999932e-05 2.564753208226074e-11 0.3239507383799798 8.360557088514042e-06
PEPCK 0.0 0.0 0.0 0.0 0.0
PEPCKM 1.68209 1.6817122359999745 6.683852330890971e-05 0.004861404280539178 2.362263758937111e-09
PC 1.74663 1.7462610490000403 6.626051419011958e-05 0.004661419985661245 2.17196575004186e-09
LDH -3.25079 -3.2173581250002963 0.0004235810841546339 0.0 0.0
LACT 3.25079 3.2173581250002963 0.0004235810841546339 0.006396889868213401 4.0082862253210115e-09
PYRTM 3.25081 3.2173731620002397 0.0004235453110599252 0.006396589845400801 4.007898420144152e-09
PEPTM 1.68209 1.6817122359999745 6.683852330890971e-05 0.004861404280539178 2.362263758937111e-09
PDH 1.50418 1.4711126490000372 0.00039291242355377065 0.013474167779291083 1.7365853840367596e-08
CS 0.0645364 0.06454864327999943 6.656701028937007e-08 0.003997076014580082 1.5982679120840614e-09
NDKGTPM 1.68209 1.6817122359999745 6.683852330890971e-05 0.004861404280539178 2.362263758937111e-09
OAAFLX 0.0 0.0 0.0 0.0 0.0
ACOAFLX 0.0 0.0 0.0 0.0 0.0
CITFLX 0.0 0.0 0.0 0.0 0.0
