species_id wild_type mean var CV ER
utp 0.450459 0.43840265370000253 0.0001219622919823582 0.025190663948561953 6.01056143530121e-08
udp 0.128998 0.13751415069999917 9.363789654358648e-05 0.0703685227087606 5.627113761880854e-07
gtp 0.29 0.2899999999999716 2.4896751327219135e-14 5.440932559697136e-07 0.0
gdp 0.1 0.10000000000001588 -1.7503359872605984e-15 nan 0.0
pp 0.000963556 0.0008781076614999923 2.522947859287074e-09 0.05720136219508003 2.717404905587806e-07
glc1p 0.00648624 0.006601712184999958 1.2405038832435965e-08 0.016871064181987538 2.9485744624779818e-08
udpglc 0.160543 0.16408319569999905 7.85167088689434e-06 0.01707721074030599 3.046346774604469e-08
glyglc 17.9807 19.715314800000044 1.9724660939951377 0.07123625130294983 6.100934415717241e-07
glc 3.09631 3.1387198120000326 0.0013254724099418524 0.011599327145583855 1.3825531037725547e-08
glc6p 0.101948 0.10460311479999941 2.07007756250141e-06 0.013754623027476882 1.9917241876732384e-08
fru6p 0.0531482 0.05388062386000065 4.196288298529728e-07 0.012022645547735307 1.4855531578295001e-08
fru16bp 0.00043426 0.00038468486930000025 1.2508160682574982e-09 0.0919372737187027 6.632752555218557e-07
fru26bp 6.51612e-05 6.458200854999987e-05 2.1278716995971843e-11 0.07142679634999075 5.011494883620959e-07
grap 9.07629e-05 7.697821884000067e-05 3.0819194758095926e-11 0.07211785245461373 3.741145162264314e-07
dhap 0.000483395 0.0005465563207999968 1.662388147573478e-09 0.07459870626057677 7.11423367340669e-07
bpg13 0.149057 0.1332903827600004 0.0003467855076610196 0.139711338947318 1.5608320976970846e-06
pg3 0.298135 0.26155949780000176 0.0014386234918569024 0.14501171174181418 1.618531739832596e-06
pg2 0.058134 0.04874509160000022 5.842426436350164e-05 0.15680710452267843 1.7287525757535672e-06
pep 0.00587575 0.006196633364000005 4.6590197416135874e-07 0.11015176853188226 1.3494845978878621e-06
pyr 0.0136255 0.011793470084000245 1.5141641445877733e-06 0.10433856734680438 8.155828065105286e-07
oaa 0.01 0.010000000000001426 -3.790641845552445e-17 nan 0.0
lac 1.8021e-06 2.508986409999968e-06 1.983903898922719e-13 0.17752601586685743 6.108897772165345e-06
oaa_mito 7.26201e-05 7.678695654000087e-05 2.0506552666993767e-11 0.058973767633438604 3.8884719685456925e-07
pep_mito 0.0117651 0.011939749140000051 2.7953651110781334e-07 0.044281677846588895 2.019515982917275e-07
pyr_mito 0.00448379 0.0046662889730001 1.3532753156665173e-08 0.024929952434918464 6.731248627358521e-08
gtp_mito 0.300065 0.2892826353999927 4.45590668986251e-05 0.02307521087780775 4.948862693420209e-08
