threshold wild_type_X mean_CV sd_CV mean_ER sd_ER mean_CS sd_CS species_id
Inf -0.742599644267561 -1.14700667826141 0.13466072371245 -6.32349019692217 0.2706365343204 6.32349019692217 0.2706365343204 ADPf
Inf -1.15503140438985 -0.990668952232775 0.101320141 -6.00897181846887 0.218619758270721 6.00897181846887 0.218619758270721 AMPf
Inf -0.742763463932311 -1.17539178422735 0.129600355495849 -6.36432546817187 0.241206891672902 6.36432546817187 0.241206891672902 ATPf
Inf -0.810408909237825 -0.965163937685045 0.145601044086794 -5.89887543305744 0.331401980621199 5.89887543305744 0.331401980621199 DHAP
Inf -2.13730067856542 -0.8132627531301 0.151231013476404 -5.4959057252853 0.38797277032915 5.4959057252853 0.38797277032915 E4P
Inf -1.95215218141474 -0.714674431192822 0.174630674897245 -5.30571793899597 0.486530506167494 5.30571793899597 0.486530506167494 Fru16P2
Inf -1.73789777057251 -0.718990399934895 0.16144841741763 -5.28567616346373 0.51153956011269 5.28567616346373 0.51153956011269 Fru6P
Inf 0.493320964994219 -4.85532736011735 0.0950529744583571 -13.7109547865729 0.190484428987943 13.7109547865729 0.190484428987943 GSH
Inf -3.72299968590416 -0.940399106936334 0.100436179925796 -5.86928624849423 0.186960808668044 5.86928624849423 0.186960808668044 GSSG
Inf -1.353788196496 -0.715638305000435 0.167579555020617 -5.33181847235638 0.551673057863291 5.33181847235638 0.55167305786329 Glc6P
Inf -1.50440902030785 -0.590369497144213 0.196975602863863 -4.98732158161865 0.711103607786967 4.98732158161865 0.711103607786967 GlcA6P
Inf 0.66276255750597 -1.24941921285238 0.122349103325461 -6.49253729545826 0.238645357751818 6.49253729545826 0.238645357751818 Glcin
Inf -2.18427194901932 -0.969567670230964 0.173916826825773 -5.87303575089429 0.43341828179212 5.87303575089429 0.43341828179212 GraP
Inf -3.30989805018939 -0.976727475377973 0.189954484820491 -5.93691797994986 0.410797825288755 5.93691797994986 0.410797825288755 Gri13P2
Inf 0.305808253879661 -0.850268048465963 0.163685849418322 -5.71717249864831 0.325596296478069 5.71717249864831 0.325596296478069 Gri23P2f
Inf -2.08361549043917 -0.938503885609142 0.124382894041057 -5.89713767881435 0.325051899339279 5.89713767881435 0.325051899339279 Gri2P
Inf -1.18923563076701 -0.994805342880681 0.133742032896284 -6.00405706786369 0.36252528256254 6.00405706786369 0.36252528256254 Gri3P
Inf 0.235547091549252 -1.19014847553171 0.149857809628856 -6.35998159196472 0.361944872697008 6.35998159196472 0.361944872697008 Lac
Inf -0.870953527985362 -1.10022150304885 0.102694677936926 -6.21466193096563 0.239594911776796 6.21466193096563 0.239594911776796 MgADP
Inf -2.62404459897161 -0.827019378087947 0.107741337388036 -5.67646964212594 0.25093239857574 5.67646964212594 0.25093239857574 MgAMP
Inf 0.154940004148898 -1.72539694727761 0.150921383786358 -7.44408869169482 0.29879979732005 7.44408869169482 0.29879979732005 MgATP
Inf -0.182998177003399 -1.06626210696548 0.163699322111423 -6.17272857905366 0.230110435184727 6.17272857905366 0.230110435184727 MgGri23P2
Inf -0.249942238448798 -1.16973303603736 0.134129529779754 -6.32917669437983 0.310945071005399 6.32917669437983 0.310945071005399 Mgf
Inf -1.18486368273004 -3.59139442355702 0.228427027085416 -11.1829224069648 0.456635379141876 11.1829224069648 0.456635379141876 NAD
Inf -3.78406703883155 -0.992196395412541 0.19670335637944 -5.94084485015478 0.456637601900495 5.94084485015478 0.456637601900495 NADH
Inf -2.30888101399987 -2.02617426537741 0.11768570541144 -8.04858083537196 0.232174478948529 8.04858083537196 0.232174478948529 NADPHf
Inf -4.65307312752596 -0.640997117163076 0.15871166152937 -5.32796676549327 0.33758891248305 5.32796676549327 0.33758891248305 NADPf
Inf -5.25028246215742 -0.657575016484072 0.166544587034819 -5.33344945743984 0.385362649703103 5.33344945743984 0.385362649703103 P1NADP
Inf -1.62078308408681 -3.86607527519409 0.198165560095764 -11.7321568657419 0.396254092301173 11.7321568657419 0.396254092301173 P1NADPH
Inf -4.31218894370584 -1.21097758427677 0.178020642433665 -6.42630322746352 0.367422069830741 6.42630322746352 0.367422069830741 P1f
Inf -2.70700629853161 -0.651934536328448 0.178098653100321 -5.33036276424208 0.385374767171492 5.33036276424208 0.385374767171492 P2NADP
Inf -1.67685451450681 -1.68304433708141 0.213687323401834 -7.36886468595332 0.409194525079075 7.36886468595332 0.409194525079075 P2NADPH
Inf -3.05419648860423 -1.30167707111542 0.133981556846157 -6.58440457103001 0.250565283291929 6.58440457103001 0.250565283291929 P2f
Inf -1.97518053394479 -0.812929018984156 0.0762618177714839 -5.65422199099191 0.201964536344419 5.65422199099191 0.201964536344419 PEP
Inf 0.0094401770394512 -1.24511074387537 0.237276453278247 -6.4706677162397 0.534251811544951 6.4706677162397 0.534251811544951 Phi
Inf -1.07144895891696 -1.18971612298305 0.187647358063704 -6.37078532631147 0.391708429796532 6.37078532631147 0.391708429796532 Pyr
Inf -1.80705859164403 -0.970557804036845 0.157286105568461 -5.84781762345711 0.371527899307353 5.84781762345711 0.371527899307353 Rib5P
Inf -2.26807005718928 -0.967029982086247 0.206442570700417 -5.81843732830031 0.495257422464774 5.81843732830031 0.495257422464774 Rul5P
Inf -1.67101070181221 -0.506768389167772 0.155121174923164 -4.73129308986699 0.640745714836624 4.73129308986699 0.640745714836624 Sed7P
Inf -1.82976545837831 -0.931307403266694 0.196702451269244 -5.73273680162618 0.546070556893132 5.73273680162618 0.546070556893132 Xul5P
1e-04 -0.727884582554614 -3.54609647663396 0.107999961830205 -11.092239537222 0.216162581021129 11.092239537222 0.216162581021129 ADPf
1e-04 -1.14129106005469 -3.14118348891039 0.121509273366206 -10.2825202098218 0.243591420284572 10.2825202098218 0.243591420284572 AMPf
1e-04 -0.735952521165545 -3.34662037377874 0.125716190944408 -10.6931608348626 0.25098145430748 10.6931608348626 0.25098145430748 ATPf
1e-04 -0.826205549892333 -3.09774787784324 0.138961568748894 -10.195636589699 0.278392872984753 10.195636589699 0.278392872984753 DHAP
1e-04 -2.20249917839019 -3.02592165977596 0.26721862271906 -10.0516205425099 0.535106158318652 10.0516205425099 0.535106158318652 E4P
1e-04 -2.01383986089863 -2.76556657774116 0.164545636114262 -9.53087759067952 0.329119822622807 9.53087759067952 0.329119822622807 Fru16P2
1e-04 -1.81385706072444 -3.28602920055278 0.128200315318878 -10.5716723295002 0.256719858891728 10.5716723295002 0.256719858891728 Fru6P
1e-04 0.493323471500827 -4.9359936617011 0.150340683966134 -13.8723446692698 0.300913812437464 13.8723446692698 0.300913812437464 GSH
1e-04 -3.74221149075696 -1.00429653983552 0.163090331038459 -6.03550472399843 0.307115031873434 6.03550472399843 0.307115031873434 GSSG
1e-04 -1.40352206103622 -3.29572422178422 0.150519962509894 -10.5914579691004 0.301303067403772 10.5914579691004 0.301303067403772 Glc6P
1e-04 -1.58358921985541 -1.06206844391012 0.0916809850095321 -6.08907987424454 0.212641465327029 6.08907987424454 0.212641465327029 GlcA6P
1e-04 0.658545591222973 -2.13976755660675 0.149682646345503 -8.28166791548953 0.300377412964005 8.28166791548953 0.300377412964005 Glcin
1e-04 -2.21741460962455 -3.07694363296475 0.142705301764169 -10.154072985508 0.285738277315962 10.154072985508 0.285738277315962 GraP
1e-04 -3.31842583605152 -3.02947241518865 0.149864113853413 -10.0594634311968 0.29874313521979 10.0594634311968 0.29874313521979 Gri13P2
1e-04 0.314081873520642 -3.12904184790425 0.0997292024121942 -10.2581728562508 0.199135875027909 10.2581728562508 0.199135875027909 Gri23P2f
1e-04 -2.07426546263242 -2.72496960477915 0.190947263768265 -9.45136906588338 0.380653563749752 9.45136906588338 0.380653563749752 Gri2P
1e-04 -1.1822561777384 -2.83462602473747 0.238539572134394 -9.66973952617532 0.476698487536817 9.66973952617532 0.476698487536817 Gri3P
1e-04 0.225389997038388 -4.18788255010379 0.612845388951342 -12.3758060188447 1.2257807404696 12.3758060188447 1.2257807404696 Lac
1e-04 -0.863809563508306 -3.2564706790437 0.141977125714429 -10.5128724103712 0.284353620942024 10.5128724103712 0.284353620942024 MgADP
1e-04 -2.61553372650268 -1.46571234964779 0.197490313922764 -6.93683384030647 0.360168096187107 6.93683384030647 0.360168096187107 MgAMP
