drop_value reaction dist
0.7943282347242815 GLUT2 0.0020933590477079794
0.7943282347242815 GK 0.016652051240131138
0.7943282347242815 G6PASE 0.24766917478552317
0.7943282347242815 GPI 4.011663680291006e-05
0.7943282347242815 G16PI 0.0
0.7943282347242815 UPGASE 0.12888016617936762
0.7943282347242815 PPASE 0.035948153542262856
0.7943282347242815 GS 0.1079064590654837
0.7943282347242815 GP 0.0
0.7943282347242815 NDKGTP 0.0
0.7943282347242815 NDKUTP 7.65863066234429e-05
0.7943282347242815 AK 0.0
0.7943282347242815 PFK2 1.4587867928294121e-05
0.7943282347242815 FBP2 0.0
0.7943282347242815 PFK1 5.1057537749029424e-05
0.7943282347242815 FBP1 0.0003977398505625218
0.7943282347242815 ALD 1.0940900946321813e-05
0.7943282347242815 TPI 0.0007366873303782457
0.7943282347242815 GAPDH 0.0010102098540334568
0.7943282347242815 PGK 1.0940900946321813e-05
0.7943282347242815 PGM 0.00013858474531879415
0.7943282347242815 EN 0.0015937348549618271
0.7943282347242815 PK 0.0
0.7943282347242815 PEPCK 0.0
0.7943282347242815 PEPCKM 0.0024069982081661003
0.7943282347242815 PC 0.1755521977184244
0.7943282347242815 LDH 0.0
0.7943282347242815 LACT 0.35129117660602543
0.7943282347242815 PYRTM 0.0
0.7943282347242815 PEPTM 0.0033150929867014982
0.7943282347242815 PDH 0.08258048176158503
0.7943282347242815 CS 0.006885473662147941
0.7943282347242815 NDKGTPM 0.00030634522649397404
0.7943282347242815 OAAFLX 0.0
0.7943282347242815 ACOAFLX 0.0
0.7943282347242815 CITFLX 0.0
0.6309573444801932 GLUT2 0.004773879779529494
0.6309573444801932 GK 0.030007244328471044
0.6309573444801932 G6PASE 0.548835708528501
0.6309573444801932 GPI 9.117417455173703e-05
0.6309573444801932 G16PI 0.0
0.6309573444801932 UPGASE 0.25643648334424385
0.6309573444801932 PPASE 0.08067090964338591
0.6309573444801932 GS 0.20199456023590465
0.6309573444801932 GP 0.0
0.6309573444801932 NDKGTP 0.0
0.6309573444801932 NDKUTP 0.000175054415139327
0.6309573444801932 AK 0.0
0.6309573444801932 PFK2 2.9175735856588243e-05
0.6309573444801932 FBP2 0.0
0.6309573444801932 PFK1 9.117417455173703e-05
0.6309573444801932 FBP1 0.0009490160863725423
0.6309573444801932 ALD 2.1881801892441178e-05
0.6309573444801932 TPI 0.001710437096725718
0.6309573444801932 GAPDH 0.0024617093707162735
0.6309573444801932 PGK 2.5528768874615936e-05
0.6309573444801932 PGM 0.00030999219347594635
0.6309573444801932 EN 0.0035849792794303646
0.6309573444801932 PK 0.0
0.6309573444801932 PEPCK 0.0
0.6309573444801932 PEPCKM 0.005415745968373828
0.6309573444801932 PC 0.35053742499072765
0.6309573444801932 LDH 3.6469669821747538e-06
0.6309573444801932 LACT 0.631719773220657
0.6309573444801932 PYRTM 0.0
0.6309573444801932 PEPTM 0.007552868619866689
0.6309573444801932 PDH 0.15324728865589063
0.6309573444801932 CS 0.01243980437584036
0.6309573444801932 NDKGTPM 0.0006892767596111886
0.6309573444801932 OAAFLX 0.0
0.6309573444801932 ACOAFLX 0.0
0.6309573444801932 CITFLX 0.0
0.5011872336272722 GLUT2 0.008231204478531758
0.5011872336272722 GK 0.040700151519899905
0.5011872336272722 G6PASE 0.9167271530880458
0.5011872336272722 GPI 0.00015681958022906056
0.5011872336272722 G16PI 0.0
0.5011872336272722 UPGASE 0.3804187728666915
0.5011872336272722 PPASE 0.13573646410565898
0.5011872336272722 GS 0.2830301665774975
0.5011872336272722 GP 3.6469669821747538e-06
0.5011872336272722 NDKGTP 0.0
0.5011872336272722 NDKUTP 0.000299051292529827
0.5011872336272722 AK 0.0
0.5011872336272722 PFK2 3.64696698207353e-05
0.5011872336272722 FBP2 0.0
0.5011872336272722 PFK1 0.00012399687739029757
0.5011872336272722 FBP1 0.0017760115447998128
0.5011872336272722 ALD 4.011663680291006e-05
0.5011872336272722 TPI 0.002983231892965951
0.5011872336272722 GAPDH 0.0046571956580387834
