drop_value reaction dist
0.7943282347242815 vhk 1.0000555413204284
0.7943282347242815 vgpi 2.0000000001138245
0.7943282347242815 vpfk 1.499999598583174
0.7943282347242815 vald 1.0000000247223688
0.7943282347242815 vtpi 1.0000000000006306
0.7943282347242815 vgapdh 2.0000000003644915
0.7943282347242815 vpgk 1.0000000054541314
0.7943282347242815 vpgm 1.0000000670185292
0.7943282347242815 veno 1.5000399756130176
0.7943282347242815 vpk 1.500078327959798
0.7943282347242815 vldh 0.5000011564639057
0.7943282347242815 vldhp 1.0000000000006306
0.7943282347242815 vbpgsp1 1.0000748235771064
0.7943282347242815 vbpgsp2 0.012013148541003816
0.7943282347242815 vbpgsp3 1.0000494007635254
0.7943282347242815 vbpgsp4 1.0000000016402122
0.7943282347242815 vbpgsp5 0.5000877584799668
0.7943282347242815 vbpgsp6 1.4999988483505715
0.7943282347242815 vbpgsp7 0.5001648322429594
0.7943282347242815 vbpgsp8 1.0000400560067668
0.7943282347242815 vbpgsp9 0.5000562716354316
0.7943282347242815 vg6pdh 1.4999988470788437
0.7943282347242815 vpglhydrolysis 0.0
0.7943282347242815 vp6gdh 0.5000011529211563
0.7943282347242815 vgssgr 1.0000000000422389
0.7943282347242815 vru5pe 1.4999988470788437
0.7943282347242815 vr5pi 0.5000011529211563
0.7943282347242815 vtk1 1.4999988470788437
0.7943282347242815 vtk2 0.0
0.7943282347242815 vtk3 1.0
0.7943282347242815 vtk4 2.0
0.7943282347242815 vtk5 0.0
0.7943282347242815 vtk6 0.0
0.7943282347242815 vta 0.5000011529211563
0.7943282347242815 vak 0.0012600497955506864
0.7943282347242815 vatpase 1.0177675910302042
0.7943282347242815 vox 1.5140320104281493
0.7943282347242815 voxnadh 1.0000000000025224
0.7943282347242815 vlactransport 1.0000000025028843
0.7943282347242815 vpyrtransport 1.0000000000006306
0.7943282347242815 vphostransport 2.0
0.7943282347242815 vmgatp 0.5006964044594638
0.7943282347242815 vmgadp 0.5002409330068589
0.7943282347242815 vmgb23pg 1.0003257525678528
0.7943282347242815 vmgb13pg 1.0000000000006306
0.7943282347242815 vmgfru16p2 0.4999988472049657
0.7943282347242815 vmgglc16p2 0.500001293617099
0.7943282347242815 vmgphos 1.0000001187788565
0.7943282347242815 vhbmgatp 1.500158566771529
0.7943282347242815 vhbatp 1.5000574825053683
0.7943282347242815 vhbadp 0.006427152388535573
0.7943282347242815 vhbbpg 1.000144289254598
0.7943282347242815 vhbb13pg 2.499998847081114
0.6309573444801932 vhk 1.0015571365893334
0.6309573444801932 vgpi 1.000000001112393
0.6309573444801932 vpfk 1.0000056754589126
0.6309573444801932 vald 1.0000001128341125
0.6309573444801932 vtpi 3.0000046116971513
0.6309573444801932 vgapdh 1.0000000036423937
0.6309573444801932 vpgk 2.0000000139049137
0.6309573444801932 vpgm 0.0008288028066992004
0.6309573444801932 veno 1.0003240639318118
0.6309573444801932 vpk 4.000140534612307
0.6309573444801932 vldh 1.000004620475809
0.6309573444801932 vldhp 2.00000461169652
0.6309573444801932 vbpgsp1 1.0002781607056455
0.6309573444801932 vbpgsp2 1.0002653917770352
0.6309573444801932 vbpgsp3 1.0002159574949767
0.6309573444801932 vbpgsp4 2.0000000030281813
0.6309573444801932 vbpgsp5 1.0001623319110087
0.6309573444801932 vbpgsp6 0.00012802644981528303
0.6309573444801932 vbpgsp7 1.0003529793152686
0.6309573444801932 vbpgsp8 0.01867613912656769
0.6309573444801932 vbpgsp9 2.0000644124035634
0.6309573444801932 vg6pdh 1.0
0.6309573444801932 vpglhydrolysis 0.0
0.6309573444801932 vp6gdh 2.0
0.6309573444801932 vgssgr 1.0000000003801497
0.6309573444801932 vru5pe 0.0
0.6309573444801932 vr5pi 2.0
0.6309573444801932 vtk1 1.0
0.6309573444801932 vtk2 3.0000046116952594
0.6309573444801932 vtk3 1.0000046116952592
0.6309573444801932 vtk4 2.0
0.6309573444801932 vtk5 1.0000046116952592
0.6309573444801932 vtk6 1.0
0.6309573444801932 vta 3.0000046116952594
0.6309573444801932 vak 1.0000071442135376
0.6309573444801932 vatpase 1.058711867916875
0.6309573444801932 vox 1.0659184024804829
0.6309573444801932 voxnadh 1.0000000000056755
0.6309573444801932 vlactransport 2.000000006268562
0.6309573444801932 vpyrtransport 1.0000000000056755
0.6309573444801932 vphostransport 0.0
0.6309573444801932 vmgatp 1.0014928965864907
0.6309573444801932 vmgadp 0.03358785141295159
0.6309573444801932 vmgb23pg 1.0011932700005115
0.6309573444801932 vmgb13pg 2.246078066878466e-06
0.6309573444801932 vmgfru16p2 1.0000000001822458
0.6309573444801932 vmgglc16p2 3.000004688634612
0.6309573444801932 vmgphos 1.000000606872684
0.6309573444801932 vhbmgatp 0.04766177658036866
0.6309573444801932 vhbatp 0.029177677128524013
0.6309573444801932 vhbadp 0.014189598187864224
0.6309573444801932 vhbbpg 1.0006014237652352
0.6309573444801932 vhbb13pg 1.0000000000227018
0.5011872336272722 vhk 1.033614039223119
0.5011872336272722 vgpi 1.0000000033605119
0.5011872336272722 vpfk 2.0000079933309247
0.5011872336272722 vald 3.000004707752735
0.5011872336272722 vtpi 1.0000000000157652
0.5011872336272722 vgapdh 0.00014487203531728771
0.5011872336272722 vpgk 1.0000000808212834
0.5011872336272722 vpgm 1.0000009979775517
0.5011872336272722 veno 2.0004817602558105
0.5011872336272722 vpk 1.0014013897825862
0.5011872336272722 vldh 1.000000025224333
0.5011872336272722 vldhp 3.3691171003771523e-06
0.5011872336272722 vbpgsp1 0.03351485387577608
0.5011872336272722 vbpgsp2 2.0002738169033902
0.5011872336272722 vbpgsp3 1.0005138556087771
0.5011872336272722 vbpgsp4 4.000004614741251
