Rho Pvalue Target
0.631168831168831 0.00268769803399302 GS-GP-PC-PDH
-0.132467532467532 0.565666623367059 G6PASE-PGK-GPI-PPASE
0.398701298701299 0.0744706098840826 LDH-CS-NDKUTP-GS
-0.0714285714285714 0.758271903257771 NDKUTP-LACT-CS-PGM
0.45974025974026 0.0374330563707636 GS-PYRTM-UPGASE-ALD
-0.0948051948051948 0.682040577645123 GK-NDKGTPM-GLUT2-GAPDH
-0.207792207792208 0.364408870909184 LDH-TPI-PFK1-NDKGTPM
0.545454545454545 0.0116977521344909 PDH-GS-PC-GK
-0.21038961038961 0.358327562291079 FBP2-PFK2-PDH-GAPDH
-0.11038961038961 0.632816795893794 G16PI-PEPCKM-G6PASE-GAPDH
-0.00779220779220779 0.975245939644822 PDH-EN-CS-LACT
-0.154545454545455 0.501942090481554 TPI-PFK2-UPGASE-PEPCKM
-0.123376623376623 0.592925550070301 PGK-PDH-UPGASE-PFK1
-0.0974025974025974 0.673740700516485 GS-UPGASE-PK-ALD
0.232467532467532 0.309094093847721 NDKGTPM-G6PASE-GP-UPGASE
0.0974025974025974 0.673740700516485 GP-LDH-PC-CS
-0.155844155844156 0.498308563962975 PYRTM-FBP1-PGK
0.167532467532468 0.466209481549907 PEPCKM-PPASE-TPI-GP
-0.154545454545455 0.501942090481554 PFK2-PEPCKM-GPI-GS
-0.0688311688311688 0.766895705648341 GP-LDH-FBP1-LACT
0.346753246753247 0.123932567180397 NDKUTP-PYRTM-PPASE-PFK2
0.627272727272727 0.00289834471214873 LDH-PDH-GP-NDKUTP
-0.135064935064935 0.557983961516265 GK-PEPTM-NDKGTPM-PFK2
-0.190909090909091 0.405396094703228 PPASE-PK-PYRTM-GK
-0.338961038961039 0.133044027643097 PYRTM-PK-FBP2-G6PASE
0.0831168831168831 0.71982799939052 PC-NDKUTP-GAPDH-PEPTM
-0.192207792207792 0.402154354511407 GP-PFK1-GK-PEPTM
-0.211688311688312 0.355309574022662 PEPTM-GK-FBP2
-0.236363636363636 0.300865752834875 GP-LDH-FBP2-PK
-0.157142857142857 0.494688259210203 PGK-PC-CS-PFK2
-0.0324675324675325 0.890045438125341 PEPTM-PDH-PEPCKM
-0.255844155844156 0.261803933151768 PFK1-G6PASE-PEPTM-LDH
-0.163636363636364 0.476787326874948 GK-PEPTM-PEPCKM-PFK1
-0.275324675324675 0.226196161974795 FBP2-PYRTM-FBP1-PC
-0.167532467532468 0.466209481549907 G6PASE-GP-GPI-ALD
0.176623376623377 0.442012623268565 NDKUTP-GP-PFK2-GLUT2
-0.138961038961039 0.546550467664175 TPI-NDKGTPM-GK-GP
-0.0311688311688312 0.894508109851356 LACT-PDH-GAPDH-FBP2
-0.276623376623377 0.223944089701284 PFK2-PFK1-GPI-GK
-0.236363636363636 0.300865752834875 ALD-PGK-PFK1-G16PI
-0.127272727272727 0.581173774005427 GK-PGM-PK-PPASE
-0.142857142857143 0.535227487205541 GLUT2-TPI-PPASE-GPI
-0.328571428571429 0.145936472231376 FBP2-LDH-PFK1-PC
-0.149350649350649 0.516607066146182 PGK-PFK1-GAPDH
0.0584415584415584 0.801654196576292 PFK2-LDH-UPGASE-LACT
-0.0844155844155844 0.71559546914385 PDH-GAPDH-GPI-ALD
-0.0727272727272727 0.75397053746022 GK-NDKGTPM-PPASE-LDH
-0.180519480519481 0.431853799612353 PYRTM-GLUT2-PC-G6PASE
0.398701298701299 0.0744706098840826 PPASE-CS-GP-LACT
0.355844155844156 0.113889793431038 PPASE-LDH-GP-G6PASE
0.461038961038961 0.036846446536571 PPASE-UPGASE-PEPCKM-GP
-0.157142857142857 0.494688259210203 PGK-PFK1-TPI-GS
-0.149350649350649 0.516607066146182 FBP2-CS-UPGASE-TPI
-0.0311688311688312 0.894508109851356 LDH-PC-PGM-PFK2
-0.18961038961039 0.408652480453295 PPASE-PFK1-TPI-CS
-0.112987012987013 0.62475281515961 PGM-GLUT2-NDKUTP-G16PI
-0.187012987012987 0.415209029086508 PFK2-PK-TPI-PPASE
0.401298701298701 0.0724714742782299 PPASE-GK-LDH-GS
-0.180519480519481 0.431853799612353 PDH-CS-NDKGTPM-FBP2
0.0285714285714286 0.903442770113959 NDKUTP-PYRTM-G16PI-PGM
-0.111688311688312 0.628779590134092 G6PASE-PEPTM-PC-ALD
-0.0233766233766234 0.921345650476816 CS-UPGASE-PPASE-FBP2
0.176623376623377 0.442012623268565 NDKUTP-GLUT2-FBP2-UPGASE
-0.407792207792208 0.0676535667740988 LDH-PFK1-G16PI
-0.051948051948052 0.82357225876508 NDKUTP-TPI-PGM-LDH
