drop_value reaction dist
0.7943282347242815 v_1 0.0003227386862386501
0.7943282347242815 v_10 0.19597195230088485
0.7943282347242815 v_11 0.0032706655717458888
0.7943282347242815 v_12 0.006069655299656587
0.7943282347242815 v_13 0.017038665017240884
0.7943282347242815 v_14 0.004165028029118974
0.7943282347242815 v_15 0.02677625424902746
0.7943282347242815 v_16 0.2188113906274669
0.7943282347242815 v_17 0.0
0.7943282347242815 v_18 0.0004954921824495241
0.7943282347242815 v_19 2.709722872768107e-05
0.7943282347242815 v_2 0.1270075543048476
0.7943282347242815 v_20 3.128276856936203e-05
0.7943282347242815 v_21 0.20716385329025802
0.7943282347242815 v_22 5.806549013086027e-05
0.7943282347242815 v_23 0.0015639028367789125
0.7943282347242815 v_24 0.046522363262065415
0.7943282347242815 v_25 0.0009058313764021667
0.7943282347242815 v_26 0.18987148733779716
0.7943282347242815 v_27 0.001455514341562871
0.7943282347242815 v_28 4.150533510019495e-05
0.7943282347242815 v_29 8.002282122731735e-06
0.7943282347242815 v_3 0.001061199385032123
0.7943282347242815 v_30 2.0240907279009887e-06
0.7943282347242815 v_31 0.0
0.7943282347242815 v_32 3.8710326753638234e-06
0.7943282347242815 v_33 8.002282122703316e-06
0.7943282347242815 v_34 0.0
0.7943282347242815 v_35 0.0
0.7943282347242815 v_36 0.0
0.7943282347242815 v_37 0.0
0.7943282347242815 v_38 0.0
0.7943282347242815 v_4 0.009583256172264566
0.7943282347242815 v_5 0.0043419172059433395
0.7943282347242815 v_6 4.19471731019045e-05
0.7943282347242815 v_7 0.0005879312056041111
0.7943282347242815 v_8 0.0007403737936983905
0.7943282347242815 v_9 0.030171765188105566
0.6309573444801932 v_1 0.0007422681983401724
0.6309573444801932 v_10 0.3562918811290236
0.6309573444801932 v_11 0.007486110320883667
0.6309573444801932 v_12 0.014043241061351292
0.6309573444801932 v_13 0.03626999190529901
0.6309573444801932 v_14 0.009322016505159432
0.6309573444801932 v_15 0.04818330663317002
0.6309573444801932 v_16 0.41286360887735857
0.6309573444801932 v_17 0.0
0.6309573444801932 v_18 0.0011109948269847447
0.6309573444801932 v_19 6.193652280608979e-05
0.6309573444801932 v_2 0.22524367355721506
0.6309573444801932 v_20 7.000706653513617e-05
0.6309573444801932 v_21 0.3717345640583306
0.6309573444801932 v_22 0.00013548614363853966
0.6309573444801932 v_23 0.0035226628350001634
0.6309573444801932 v_24 0.10254044481429728
0.6309573444801932 v_25 0.002047793501969938
0.6309573444801932 v_26 0.34622350936990387
0.6309573444801932 v_27 0.003302015516129455
0.6309573444801932 v_28 9.065953064394205e-05
0.6309573444801932 v_29 2.0214800556944016e-05
0.6309573444801932 v_3 0.0023938797155164246
0.6309573444801932 v_30 6.058867580561975e-06
0.6309573444801932 v_31 0.0
0.6309573444801932 v_32 9.03684448696628e-06
0.6309573444801932 v_33 1.6546120868420328e-05
0.6309573444801932 v_34 0.0
0.6309573444801932 v_35 0.0
0.6309573444801932 v_36 0.0
0.6309573444801932 v_37 0.0
0.6309573444801932 v_38 0.0
0.6309573444801932 v_4 0.01930287723160522
0.6309573444801932 v_5 0.009671919137291547
0.6309573444801932 v_6 9.772887777657641e-05
0.6309573444801932 v_7 0.0013293206065365904
0.6309573444801932 v_8 0.0016801977756207257
0.6309573444801932 v_9 0.058652597425463096
0.5011872336272722 v_1 0.0012979291984042804
0.5011872336272722 v_10 0.48756505180451576
0.5011872336272722 v_11 0.012948873760451063
0.5011872336272722 v_12 0.024637645630927914
0.5011872336272722 v_13 0.05888102537836332
0.5011872336272722 v_14 0.01568358778983276
0.5011872336272722 v_15 0.06526638310465847
0.5011872336272722 v_16 0.5875919790596617
0.5011872336272722 v_17 3.8710326753638234e-06
0.5011872336272722 v_18 0.0018736009487334852
0.5011872336272722 v_19 0.00010451788223536045
0.5011872336272722 v_2 0.2998871446687149
0.5011872336272722 v_20 0.00011982191251085977
0.5011872336272722 v_21 0.5024659265367282
0.5011872336272722 v_22 0.00022839092784780865
0.5011872336272722 v_23 0.005980782669182897
0.5011872336272722 v_24 0.1691342410028722
0.5011872336272722 v_25 0.0034839527649157707
0.5011872336272722 v_26 0.47405743731171207
