threshold wild_type_X mean_CV sd_CV mean_ER sd_ER mean_CS sd_CS species_id
Inf -0.34773373707397 -1.4402794633631 0.318877543317687 -6.88333693763861 0.592488750602448 6.88333693763861 0.592488750602448 utp
Inf -0.902068076198672 -1.2533427673015 0.27968995636454 -6.53198764099768 0.531443985996784 6.53198764099768 0.531443985996784 udp
Inf -3.05781939180576 -0.802882395218736 0.180276584878885 -5.68915749419967 0.327451359611552 5.68915749419967 0.327451359611552 pp
Inf -2.1849682422927 -0.824144837697691 0.164269885088596 -5.6422121882622 0.427957584943057 5.6422121882622 0.427957584943057 glc1p
Inf -0.795070319994701 -0.917058218081333 0.212551562049822 -5.83543982454489 0.559607705716472 5.83543982454489 0.559607705716472 udpglc
Inf 1.2431457227583 -0.808700444363769 0.154339541104182 -5.64072263338024 0.323040072470258 5.64072263338024 0.323040072470258 glyglc
Inf 0.466010379043172 -1.23215524654434 0.20745976215641 -6.51397860578939 0.398826241916606 6.51397860578939 0.398826241916606 glc
Inf -0.975639042035173 -0.895321158277853 0.0948912007237386 -5.75867782117871 0.302983587739929 5.75867782117871 0.302983587739929 glc6p
Inf -1.25872892195773 -0.880311419064346 0.100918569273307 -5.72905780326983 0.315124543934222 5.72905780326983 0.315124543934222 fru6p
Inf -3.31856822579699 -0.67293309137319 0.117103894079796 -5.258502290397 0.357991053160106 5.258502290397 0.357991053160106 fru16bp
Inf -4.19879710163984 -0.63404890740461 0.135708633792944 -5.293670165328 0.450093411046463 5.293670165328 0.450093411046463 fru26bp
Inf -4.01166308354042 -1.03659580855778 0.122514753222449 -6.01233451168249 0.270304464852307 6.01233451168249 0.270304464852307 grap
Inf -3.29157557654552 -0.829713492314767 0.198119761543929 -5.61118244565371 0.476422186353285 5.61118244565371 0.476422186353285 dhap
Inf -0.81734167040751 -0.804400028320481 0.177349902234078 -5.59018814973953 0.437803369851974 5.59018814973953 0.437803369851974 bpg13
Inf -0.500829076024745 -0.791243585868246 0.156630024279366 -5.53297125112532 0.396440579353846 5.53297125112532 0.396440579353846 pg3
Inf -1.21486712875837 -0.784829106206402 0.143905202376848 -5.52825288250884 0.317085459222857 5.52825288250884 0.317085459222857 pg2
Inf -2.1974463610417 -0.875716864150472 0.161788362883175 -5.68445306889236 0.395241164028511 5.68445306889236 0.395241164028511 pep
Inf -1.86590080257211 -1.02126802263063 0.138079178613435 -6.04304254654257 0.316920971902535 6.04304254654257 0.316920971902535 pyr
Inf -5.73502640107808 -0.855688649398807 0.181650920464993 -5.69298787428767 0.425347378110129 5.69298787428767 0.425347378110129 lac
Inf -4.10349554114606 -0.904139629138236 0.165149625695707 -5.73738402579544 0.393172410632657 5.73738402579544 0.393172410632657 oaa_mito
Inf -1.91858356407853 -0.896541946793368 0.0502452478684257 -5.77144226755809 0.206044634933947 5.77144226755809 0.206044634933947 pep_mito
Inf -2.3479888755061 -0.979848726095241 0.177272839591755 -5.95896573130817 0.375070733726872 5.95896573130817 0.375070733726872 pyr_mito
Inf -1.03115247979964 -1.3819830482805 0.260970911588399 -6.73413336311975 0.541346949970056 6.73413336311975 0.541346949970056 gdp_mito
0.01 -0.347949485268735 -1.8539259197507 0.134002051122049 -7.71106134680461 0.269543130913911 7.71106134680461 0.269543130913911 utp
0.01 -0.896675126074904 -1.46054032915429 0.131146220759274 -6.93559686446215 0.261488841565011 6.93559686446215 0.261488841565011 udp
0.01 -3.00634632886604 -1.2234237895744 0.104892510460698 -6.42729415703161 0.209775607325168 6.42729415703161 0.209775607325168 pp
0.01 -2.18941805457653 -1.65108110819381 0.196377286677392 -7.304984353822 0.401499128105228 7.304984353822 0.401499128105228 glc1p
0.01 -0.785191455810515 -1.54096879909971 0.127681832171978 -7.06350325821277 0.249735368309148 7.06350325821277 0.249735368309148 udpglc
0.01 1.29155815416728 -1.05351503712366 0.214065037782891 -6.03352695608278 0.498786620079072 6.03352695608278 0.498786620079072 glyglc
0.01 0.48901249047937 -1.54689313091888 0.178345706071007 -7.09745015166752 0.35634232052596 7.09745015166752 0.35634232052596 glc
0.01 -0.991278236597773 -1.69356437452976 0.171865524490049 -7.38644264281814 0.340740517721441 7.38644264281814 0.340740517721441 glc6p
0.01 -1.26699058148558 -1.28793992785038 0.165809863249017 -6.56083813989652 0.359647751166437 6.56083813989652 0.359647751166437 fru6p
0.01 -3.33566865739335 -0.9289848382639 0.216453561711638 -5.80480664737104 0.487447766805986 5.80480664737104 0.487447766805986 fru16bp
0.01 -4.16363652088033 -0.742087642859352 0.147734799798406 -5.43942647471851 0.249291647654268 5.43942647471851 0.249291647654268 fru26bp
0.01 -4.02405787604007 -1.2156265921485 0.216351881228783 -6.39518566386187 0.479507390961898 6.39518566386187 0.479507390961898 grap
0.01 -3.29524201413613 -0.9088499689057 0.136727977208837 -5.77678827401648 0.319082083803169 5.77678827401648 0.319082083803169 dhap
0.01 -0.83805437136427 -1.00035405422464 0.171694346343671 -6.02352160346178 0.373445934002449 6.02352160346178 0.373445934002449 bpg13
0.01 -0.52884005275297 -0.963418951832114 0.158867146223877 -5.93334393650938 0.412303147474301 5.93334393650938 0.412303147474301 pg3
0.01 -1.25149465382999 -0.885380324180046 0.136238021540944 -5.80261036859945 0.279697756834006 5.80261036859945 0.279697756834006 pg2
0.01 -2.23116028601029 -1.06973717980613 0.117870338440313 -6.1399215501409 0.279951103863411 6.1399215501409 0.279951103863411 pep
0.01 -1.86674100042248 -1.29949844709002 0.154832691144119 -6.60118379115928 0.283367350820437 6.60118379115928 0.283367350820437 pyr
0.01 -5.69479244014279 -0.92150411294728 0.169862879798391 -5.74415087951372 0.428945626744621 5.74415087951372 0.428945626744621 lac
0.01 -4.15037437708946 -1.04798390975931 0.117380280382257 -6.11883025892487 0.292832442880388 6.11883025892487 0.292832442880388 oaa_mito
0.01 -1.93588623971086 -1.10411411102942 0.126483318923677 -6.22119194729487 0.270278315911355 6.22119194729487 0.270278315911355 pep_mito
0.01 -2.35331509482888 -1.61735263347278 0.165945045366414 -7.2446259847042 0.314389412826714 7.2446259847042 0.314389412826714 pyr_mito
0.01 -1.05639101916755 -1.41003900567132 0.160544380494376 -6.84072235663369 0.304041072313128 6.84072235663369 0.304041072313128 gdp_mito
