threshold wild_type_X mean_CV sd_CV mean_ER sd_ER mean_CS sd_CS species_id
Inf -2.90639954110921 -0.770574173819573 0.19388926626693 -5.71884521473146 0.332677902436265 5.71884521473146 0.332677902436265 MgATP
Inf -4.38569383560467 -0.309682688217936 0.214782989091648 -4.61752324183031 0.414810383855118 4.61752324183031 0.414810383855118 Glc6P
Inf -4.12724058108635 -0.387423007604242 0.147025949334131 -4.97478785434227 0.321094136367271 4.97478785434227 0.321094136367271 MgADP
Inf -2.05632856948795 -0.0363687868767016 0.151311808871225 -3.16453831132699 0.76335924098443 3.16453831132699 0.76335924098443 B23PG
Inf -3.96771156557044 -1.09437085427334 0.154897488278986 -6.17644658777622 0.27998790655982 6.17644658777622 0.27998790655982 Glc16P2
Inf -2.49484892450706 -5.1657270323511 0.119366006506838 -14.3323143460318 0.238660342414729 14.3323143460318 0.238660342414729 GSH
Inf -4.87740575977009 -0.304073752315896 0.210409323981102 -4.61194138969623 0.564848660780355 4.61194138969623 0.564848660780355 Fru6P
Inf -4.96336139378895 -0.0214462160939884 0.244225570566926 -2.70434197308843 2.61962197022445 2.70434197308843 2.61962197022445 Fru16P2
Inf -3.50494116472236 -0.192512059562185 0.128279650420541 -3.79443873686383 0.526662496426021 3.79443873686383 0.526662496426021 ATP
Inf -3.47210327501099 -0.07368387783479 0.17714230872585 -4.22877789553755 0.393950044587185 4.22877789553755 0.393950044587185 Mg
Inf -4.40645713197776 -0.252792901836225 0.136748219845266 -4.2552449515322 0.506009746660966 4.2552449515322 0.506009746660966 AMP
Inf -3.02504487182179 -0.967360276094528 0.209236978671092 -5.98035431573338 0.361054870622821 5.98035431573338 0.361054870622821 Phos
Inf -4.37287023548875 -0.160160017027367 0.220971073980261 -3.75080320918741 1.3873617333653 3.75080320918741 1.3873617333653 GrnP
Inf -5.03951580906375 -0.200743840882142 0.242361604352293 -3.92811998729267 1.40014330179518 3.92811998729267 1.40014330179518 GraP
