species_id wild_type mean var CV ER
ADPf 0.187128 0.18713392679999732 1.1951184625269562e-09 0.0001847366002320169 3.4129718828879164e-12
AMPf 0.0722413 0.07227406960999944 8.650360558068448e-10 0.00040694394904191867 1.6575362704607245e-11
ATPf 0.183657 0.1836177075 6.5662149120737645e-09 0.0004413092044579349 1.946704971667046e-11
DHAP 0.149233 0.14902651819999999 2.872629614389388e-08 0.0011373032018294077 1.289881677801752e-10
E4P 0.00627176 0.006257499055000074 1.19268399884488e-10 0.001745267107237634 3.0321210403583264e-10
Fru16P2 0.0096835 0.009698716358000032 3.3025868265189676e-10 0.001873755254269493 3.5220014993342373e-10
Fru6P 0.0153444 0.015339799540000197 1.337147933881417e-10 0.000753824146223358 5.679102302869055e-11
GSH 3.11403 3.114014712000181 9.882956675255627e-10 1.0095382670022564e-05 1.0211886891653422e-14
GSSG 0.000186743 0.0001926990049000029 2.5352321385267166e-10 0.0826284096322656 7.269910576435779e-07
Glc6P 0.0394896 0.039448619240000024 9.451953594807883e-10 0.0007793436183107916 6.061165376269884e-11
GlcA6P 0.0250543 0.023050376139999718 3.8040731218610437e-06 0.08461481543830861 6.06016305729129e-07
Glcin 4.5668 4.545212115999843 0.0010345057914982192 0.007076398918886946 4.9603113974727716e-09
Glcout 5.0 5.0 0.0 0.0 0.0
GraP 0.00606287 0.006061749247000033 1.5268746316398577e-11 0.0006446199209864282 4.153812778184829e-11
Gri13P2 0.000480655 0.00048067688509999875 1.1834406571414477e-13 0.0007156818517503626 5.122471191665312e-11
Gri23P2f 2.06123 2.060588409000005 4.003808236063833e-06 0.000971058472317975 9.423676087250143e-11
Gri2P 0.00844208 0.008426205402000125 2.1962815501810548e-10 0.0017587818091613998 3.0816909938335966e-10
Gri3P 0.0657639 0.06584154347000024 5.7759995944137166e-09 0.0011542863870786604 1.33552501435652e-10
Lac 1.68031 1.680868057000015 1.1502146923803025e-07 0.00020176964570844185 4.073815507155132e-12
Lacex 1.68 1.6800000000002027 -5.471179065352771e-13 nan 0.0
MgADP 0.136822 0.1368526343999996 3.2671027376529604e-09 0.0004176651448084616 1.7452229061909463e-11
MgAMP 0.00243877 0.0024875472179999867 2.0849799197526168e-09 0.018356065772834614 3.505582471570179e-08
MgATP 1.41771 1.4176340609999862 8.100078829897939e-09 6.348636818116971e-05 4.0300133230530834e-13
MgGri23P2 0.687233 0.6871369981999997 1.2261902643251332e-07 0.0005096072506560169 2.5962705929583053e-11
Mgf 0.555793 0.555888708800005 6.636102273249733e-08 0.00046341350127755227 2.148260636047894e-11
NAD 0.0653436 0.06534352391000359 3.3063829452117943e-15 8.799824771142466e-07 1.2275735983280355e-16
NADH 0.000156372 0.00015648467469998707 2.5470095203869028e-15 0.0003225102134878559 1.0416277373970217e-11
NADPHf 0.00488917 0.004889188569999912 1.3714635032019765e-13 7.574523888888265e-05 5.737384345394503e-13
NADPf 2.34376e-05 2.3381238589999844e-05 2.2927561574733852e-14 0.006476068303360241 4.173799592599447e-09
P1NADP 5.73941e-06 4.756436204000032e-06 1.0774449534150971e-13 0.06901061052366166 3.270849722664781e-07
P1NADPH 0.0239453 0.02394598465000131 6.755781914793979e-13 3.4324570448020464e-05 1.1782150810546455e-13
P1f 4.89762e-05 4.9258257110000284e-05 4.141253374500611e-13 0.013064321521238322 1.726480316035506e-08
P2NADP 0.00202414 0.0020322193740000024 2.4342597711761113e-10 0.007677377111699349 5.941359441252736e-09
P2NADPH 0.0211122 0.021104468099999947 2.252362513621882e-10 0.0007111230147174168 5.053256290077357e-11
P2f 0.000863632 0.0008633116904999852 3.572310991998388e-13 0.0006923202075058135 4.7895172106127145e-11
PEP 0.0109396 0.01089280356999991 9.408231556827778e-10 0.002815881190532205 7.861494234373545e-10
PRPP 1.0 1.0 0.0 0.0 0.0
Phi 0.999225 0.9992168294999516 4.825272403863323e-10 2.1983719689753457e-05 4.832695355005967e-14
Phiex 1.0 1.0 0.0 0.0 0.0
Pyr 0.08399 0.08398940880000356 9.717096918770984e-13 1.173663890106943e-05 1.3760270700657884e-14
Pyrex 0.084 0.08399999999998085 2.8744367996935694e-15 6.382592184126526e-07 0.0
Rib5P 0.0140053 0.014007302649999926 8.647152818005294e-13 6.638684885108911e-05 4.408429177260587e-13
Rul5P 0.00472192 0.004723413705000035 6.417252186997728e-13 0.00016959715706501812 2.8781447669601332e-12
Sed7P 0.0154123 0.015402219050000065 1.9165969907062458e-10 0.0008988394086356255 8.06855789847738e-11
Xul5P 0.0127437 0.012748847299999904 5.786704638686621e-12 0.00018868819873084567 3.563199180156573e-12
v_1 1.51429 1.5142918349999765 1.8698385062521083e-09 2.8555677525689686e-05 8.154616981670415e-14
v_10 0.494049 0.49417666289999634 1.1300338248476649e-08 0.0002151114309579529 4.629685523838134e-12
v_11 2.95331 2.9533005970000024 7.522968914486228e-09 2.9368852659376296e-05 8.625297143183275e-14
v_12 2.95331 2.9533005970000024 7.522968914486228e-09 2.9368852659376296e-05 8.625297143183275e-14
v_13 2.95331 2.9533005970000024 7.522968914486228e-09 2.9368852659376296e-05 8.625297143183275e-14
v_14 2.95331 2.9533005970000024 7.522968914486228e-09 2.9368852659376296e-05 8.625297143183275e-14
v_15 0.0999495 0.09994906540999944 5.4183093775583835e-11 7.364667802980489e-05 5.423788418390529e-13
v_16 2.38176 2.3816253840000114 2.29106555948988e-08 6.355435388916647e-05 4.0387340138892114e-13
v_17 0.0258329 0.025832877819999912 1.3388231495659042e-12 4.4790799721134505e-05 2.006200650050971e-13
v_18 0.0966851 0.09668475099000158 1.3035281187789849e-11 3.734239933260256e-05 1.394488746697675e-13
v_19 0.0966851 0.09668475099000158 1.3035281187789849e-11 3.734239933260256e-05 1.394488746697675e-13
v_2 1.51429 1.5142918349999765 1.8698385062521083e-09 2.8555677525689686e-05 8.154616981670415e-14
v_20 0.0934208 0.09342043943000161 9.17670453515207e-13 1.0254192559538732e-05 1.0520162518901088e-14
v_21 0.0934208 0.09342043943000161 9.17670453515207e-13 1.0254192559538732e-05 1.0520162518901088e-14
v_22 0.0472348 0.04723458241000025 4.974218519721019e-12 4.721743051037958e-05 2.2294575074965906e-13
v_23 0.0494503 0.04945016973000007 2.74789782941931e-12 3.35221993124676e-05 1.1237623054327628e-13
v_24 0.0236174 0.023617291749999693 1.2461535709579197e-12 4.726674420837205e-05 2.234101903475505e-13
v_25 0.0236174 0.023617291749999693 1.2461535709579197e-12 4.726674420837205e-05 2.234101903475505e-13
v_26 0.0258329 0.025832877819999912 1.3388231495659042e-12 4.4790799721134505e-05 2.006200650050971e-13
v_27 0.0236174 0.023617291749999693 1.2461535709579197e-12 4.726674420837205e-05 2.234101903475505e-13
v_28 0.0774987 0.0774986353399991 1.2022102063857787e-11 4.474001755602216e-05 2.0015905599635175e-13
v_29 -3.05326 -3.053249604999958 7.512362287798169e-09 0.0 0.0
v_3 1.41761 1.4176072009999654 1.9178343357850736e-09 3.0892256647870784e-05 9.542189260969281e-14
v_30 0.0999495 0.09994906540999944 5.4183093775583835e-11 7.364667802980489e-05 5.423788418390529e-13
v_31 -4.44089e-13 -3.129692629999995e-14 3.669846551460083e-25 0.0 0.0
v_32 -0.0258329 -0.025832877819999912 1.3388231495659042e-12 0.0 0.0
v_33 0.0258329 0.025832877819999912 1.3388231495659042e-12 4.4790799721134505e-05 2.006200650050971e-13
v_34 -3.33067e-13 9.56467590000007e-16 1.7451746872266386e-26 138.11765433661833 0.0
v_35 8.47033e-19 9.535149799999961e-21 3.264291173436764e-37 59.919326751208764 4.5497572904020104e-05
v_36 0.0 3.309895300000005e-17 6.673067878869647e-30 78.04561641177752 0.0
v_37 -4.33681e-16 2.9046957800000096e-17 3.837832070371672e-31 21.327616850377936 0.0
v_38 0.0 1.5574239000000062e-16 5.699797908030873e-29 48.475566577656146 0.0
v_4 1.46484 1.4648413330000274 1.89077331569365e-09 2.9684459555340616e-05 8.811766871730242e-14
