species_id wild_type mean var CV ER
ADPf 0.187128 0.18635327659999917 3.304004884963074e-08 0.0009754012484734032 9.435461234552633e-11
AMPf 0.0722413 0.07189590348999997 3.292790918228705e-08 0.002523933638859133 6.309472480370282e-10
ATPf 0.183657 0.18397882659999615 1.3175310759061531e-08 0.0006238965571935213 3.9061218970459776e-11
DHAP 0.149233 0.14961089019999924 1.868883420311218e-07 0.0028895345959312896 8.39174875166826e-10
E4P 0.00627176 0.006289562486000043 3.255257725173961e-09 0.009071356878513537 8.275733873674972e-09
Fru16P2 0.0096835 0.00964777029899997 2.6122357936014763e-09 0.005297600849714304 2.78578542750596e-09
Fru6P 0.0153444 0.015303317690000023 2.99280638387466e-09 0.003574816194432687 1.2710973088636558e-09
GSH 3.11403 3.1140595970001 2.698794077105049e-09 1.6682377878271287e-05 2.7852564699060168e-14
GSSG 0.000186743 0.00017035535790000062 6.80079588880799e-10 0.1530819807768834 1.9501637427505326e-06
Glc6P 0.0394896 0.039447042100000426 1.2009986650367635e-08 0.0027781572153740245 7.701530817194602e-10
GlcA6P 0.0250543 0.02515011854999982 1.924384461186022e-06 0.05515766644466713 3.0656833468099e-07
Glcin 4.5668 5.195172554999904 0.08905374903045526 0.057441546864364555 4.270003417066404e-07
Glcout 5.0 5.0 0.0 0.0 0.0
GraP 0.00606287 0.006057029158999984 7.281473162054283e-11 0.0014088020086566665 1.980900905751426e-10
Gri13P2 0.000480655 0.0004802401065000034 3.716354786294642e-13 0.0012694048614876035 1.6086080869559539e-10
Gri23P2f 2.06123 2.064280042999985 3.419682179206518e-06 0.0008958272286087122 8.048831636742193e-11
Gri2P 0.00844208 0.008456402495999878 6.82342417079396e-10 0.003088983148316928 9.57422085412496e-10
Gri3P 0.0657639 0.06590338012999981 1.9312359654174993e-08 0.002108676609145773 4.465398478092908e-10
Lac 1.68031 1.6805711840000481 2.1122847959631486e-07 0.00027347606601714047 7.4812298800353e-12
Lacex 1.68 1.6800000000002027 -5.471179065352771e-13 nan 0.0
MgADP 0.136822 0.1368729594000009 1.8110484667488436e-08 0.000983212472202372 9.674269665360669e-11
