species_id wild_type mean var CV ER
ADPf 0.187128 0.1869591600999989 1.4896944518227873e-08 0.0006528326277746933 4.2542164191416985e-11
AMPf 0.0722413 0.07232217551999937 4.633490664068818e-09 0.0009412016167129292 8.878450461491383e-11
ATPf 0.183657 0.18312805379999936 9.529569930388782e-08 0.001685705759788214 2.825259434846572e-10
DHAP 0.149233 0.14840377020000148 2.892323755498971e-07 0.0036239193001239714 1.298724894549519e-09
E4P 0.00627176 0.006251458525999982 1.4652243400379477e-10 0.0019362913616471234 3.7249912830938925e-10
Fru16P2 0.0096835 0.009766637831000102 4.008229712859092e-09 0.006482331224028482 4.274525271097396e-09
Fru6P 0.0153444 0.015322214370000163 5.739659905397518e-10 0.0015635851808791738 2.4377341879544544e-10
GSH 3.11403 3.113937976000542 4.945318821114597e-09 2.2583288871081824e-05 5.102700484371781e-14
GSSG 0.000186743 0.00023141748969999565 1.2313028644761977e-09 0.1516303951099175 3.530825276782745e-06
Glc6P 0.0394896 0.039493558649999955 1.1955267231918143e-09 0.0008754944061843656 7.666441363962662e-11
GlcA6P 0.0250543 0.02396555368999997 4.8064312642849116e-06 0.09147952497265292 7.656991927411094e-07
Glcin 4.5668 4.645164400999996 0.010524343612075882 0.022084950003589367 5.046276398250615e-08
Glcout 5.0 5.0 0.0 0.0 0.0
GraP 0.00606287 0.006051718604000013 1.9464626043369558e-10 0.0023053894767906566 5.295287574313967e-10
Gri13P2 0.000480655 0.0004773829521000043 3.66589971101844e-12 0.004010729607864089 1.5867687936821363e-09
Gri23P2f 2.06123 2.0476707500000235 6.242680482060337e-05 0.003858561501966559 1.4693261168208238e-09
Gri2P 0.00844208 0.008398550905 1.3276648007848118e-09 0.004338502597264508 1.862899879423452e-09
Gri3P 0.0657639 0.06530599283000077 5.958759481238668e-08 0.003737876014131538 1.3777827268968145e-09
Lac 1.68031 1.6804721870000412 5.540308456453147e-07 0.0004429305578660196 1.9622521563178453e-11
Lacex 1.68 1.6800000000002027 -5.471179065352771e-13 nan 0.0
MgADP 0.136822 0.1373121016000013 1.1233514575145764e-07 0.0024408945200067506 6.000725840893395e-10
MgAMP 0.00243877 0.0022453285010000075 1.9012332574256573e-08 0.061409818274387976 3.196639890051589e-07
MgATP 1.41771 1.418033247000029 3.295517858603603e-08 0.00012801929209329608 1.6396431101739494e-12
MgGri23P2 0.687233 0.6848831362999924 1.859613756483025e-06 0.00199110838962981 3.937447111246328e-10
Mgf 0.555793 0.5575262607000001 1.0028613592893976e-06 0.0017962017724991292 3.246495111630665e-10
NAD 0.0653436 0.06534293099000141 1.633007964962907e-13 6.184371077467249e-06 3.860856079285213e-15
NADH 0.000156372 0.0001570780868999933 1.6600260932798388e-13 0.0025938320611703855 6.788861343309804e-10
NADPHf 0.00488917 0.004889264637000072 1.6040847510413563e-12 0.00025904195589771016 6.710533972942301e-12
NADPf 2.34376e-05 2.4110909789999892e-05 7.847999092305258e-14 0.011618923008616989 1.4286724434486864e-08
P1NADP 5.73941e-06 7.406127819999972e-06 1.2914038901790225e-12 0.15344044241647173 3.920374811390803e-06
P1NADPH 0.0239453 0.023938780550000534 1.041982234002703e-11 0.00013484291536455803 1.8172782834113833e-12
P1f 4.89762e-05 5.3811932299999744e-05 4.6615097270760665e-12 0.040122197395168924 1.9433741574930162e-07
P2NADP 0.00202414 0.0021262148860000073 1.5641711977032718e-09 0.01860094411329448 3.817712237816906e-08
P2NADPH 0.0211122 0.02101422208999982 1.4209371945674183e-09 0.0017938004286338117 3.1879235306009333e-10
P2f 0.000863632 0.0008595635750999995 3.675520171499388e-12 0.0022303930427869855 4.927893976436337e-10
PEP 0.0109396 0.0108337160999999 3.264352940667253e-09 0.0052737690065108415 2.7276850537272248e-09
PRPP 1.0 1.0 0.0 0.0 0.0
Phi 0.999225 0.9993236619000633 4.318976998263224e-08 0.00020796213857182387 4.325680436068069e-12
Phiex 1.0 1.0 0.0 0.0 0.0
Pyr 0.08399 0.08398967793000525 1.4872235387652921e-12 1.4519852659256707e-05 2.1075730050057474e-14
Pyrex 0.084 0.08399999999998085 2.8744367996935694e-15 6.382592184126526e-07 0.0
Rib5P 0.0140053 0.014004573060000055 5.804009033908049e-11 0.0005439940709553553 2.958988447598898e-11
Rul5P 0.00472192 0.004714313646999946 1.846036286006869e-11 0.0009113845112144544 8.279478498351978e-11
Sed7P 0.0154123 0.015392831809999964 1.1662469019484666e-09 0.002218588346551747 4.909707240097205e-10
Xul5P 0.0127437 0.012723797250000049 1.3093650683550055e-10 0.0008993187229792825 8.062498738636847e-11
v_1 1.51429 1.514289269999969 2.820438993467178e-09 3.50711098885212e-05 1.2299852247821264e-13
v_10 0.494049 0.4935024675999979 9.777352452666754e-08 0.000633608955318003 4.0057252725933523e-11
v_11 2.95331 2.9532959120000544 1.0990634180529923e-08 3.549804308144089e-05 1.2601113485999349e-13
v_12 2.95331 2.9532959120000544 1.0990634180529923e-08 3.549804308144089e-05 1.2601113485999349e-13
v_13 2.95331 2.9532959120000544 1.0990634180529923e-08 3.549804308144089e-05 1.2601113485999349e-13
v_14 2.95331 2.9532959120000544 1.0990634180529923e-08 3.549804308144089e-05 1.2601113485999349e-13
v_15 0.0999495 0.09995088719000136 6.402081798723147e-10 0.00025314768256840485 6.408556019188439e-12
v_16 2.38176 2.382295733999948 9.292889835421647e-08 0.0001279616175515596 1.638151636562668e-12
v_17 0.0258329 0.025832574260000008 1.5398139230696217e-10 0.00048035955585111093 2.3073948129948008e-11
v_18 0.0966851 0.0966844989800012 1.5180849806395447e-10 0.00012743572402124445 1.6239700806330859e-12
v_19 0.0966851 0.0966844989800012 1.5180849806395447e-10 0.00012743572402124445 1.6239700806330859e-12
v_2 1.51429 1.514289269999969 2.820438993467178e-09 3.50711098885212e-05 1.2299852247821264e-13
v_20 0.0934208 0.09341812143999996 4.444736245723391e-12 2.2567937354071162e-05 5.094413779715978e-14
v_21 0.0934208 0.09341812143999996 4.444736245723391e-12 2.2567937354071162e-05 5.094413779715978e-14
v_22 0.0472348 0.0472346178400002 5.535222454000621e-12 4.980892098802685e-05 2.480922911551886e-13
v_23 0.0494503 0.04944988201000004 1.5049038968109607e-10 0.00024807849794857413 6.154190446139296e-12
v_24 0.0236174 0.0236173090699996 1.3832034476135568e-12 4.9798082264824035e-05 2.479796146204194e-13
v_25 0.0236174 0.0236173090699996 1.3832034476135568e-12 4.9798082264824035e-05 2.479796146204194e-13
v_26 0.0258329 0.025832574260000008 1.5398139230696217e-10 0.00048035955585111093 2.3073948129948008e-11
v_27 0.0236174 0.0236173090699996 1.3832034476135568e-12 4.9798082264824035e-05 2.479796146204194e-13
v_28 0.0774987 0.07749772122999916 1.3858038631561764e-09 0.0004803545970262923 2.3073468380374607e-11
v_29 -3.05326 -3.0532468830000186 1.1156386037214361e-08 0.0 0.0
v_3 1.41761 1.4176047430000107 2.776820107186495e-09 3.717223851396629e-05 1.3817629263002118e-13
v_30 0.0999495 0.09995088719000136 6.402081798723147e-10 0.00025314768256840485 6.408556019188439e-12
v_31 -4.44089e-13 -8.401503699999946e-15 3.663788231794606e-25 0.0 0.0
v_32 -0.0258329 -0.025832574260000008 1.5398139230696217e-10 0.0 0.0
v_33 0.0258329 0.025832574260000008 1.5398139230696217e-10 0.00048035955585111093 2.3073948129948008e-11
v_34 -3.33067e-13 -1.1633126999999433e-16 1.735748572345674e-26 0.0 0.0
v_35 8.47033e-19 8.251318100000026e-21 7.143553383025596e-37 102.43156712727787 9.956658997909843e-05
v_36 0.0 3.122397400000004e-17 6.696317541731394e-30 82.87620257656106 0.0
v_37 -4.33681e-16 -2.51607919999998e-18 4.199141419841438e-31 0.0 0.0
v_38 0.0 -2.0471611000000266e-17 5.521551779272089e-29 0.0 0.0
v_4 1.46484 1.4648391790000301 2.7814128777947644e-09 3.6003339299888106e-05 1.2962597661925202e-13
v_5 1.46484 1.4648391790000301 2.7814128777947644e-09 3.6003339299888106e-05 1.2962597661925202e-13
v_6 1.46484 1.4648391790000301 2.7814128777947644e-09 3.6003339299888106e-05 1.2962597661925202e-13
v_7 2.95331 2.9532959120000544 1.0990634180529923e-08 3.549804308144089e-05 1.2601113485999349e-13
v_8 2.45926 2.459793378000059 9.570263959091108e-08 0.00012576602368125824 1.5824108023920758e-12
v_9 0.494049 0.4935024675999979 9.777352452666754e-08 0.000633608955318003 4.0057252725933523e-11
