folder repetition nb_iterations selection_sigma selection_scheme selection_threshold species_id wild_type mean var CV ER
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 ADPf 0.187128 0.17385479189999836 0.0001263558129505453 0.06465631480495165 3.6084249281244095e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 AMPf 0.0722413 0.0682007566699998 4.48251960044211e-05 0.09816844359491338 8.589167893431892e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 ATPf 0.183657 0.19031061510000064 7.703873627951802e-05 0.04612024037454755 2.2839898957596194e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 DHAP 0.149233 0.13715378019999983 0.00022152181442984184 0.10851767188985803 9.946877300362034e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 E4P 0.00627176 0.005675629399999989 4.7011584937221016e-08 0.03820220377776202 1.1951599494657295e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Fru16P2 0.0096835 0.00960879000399999 1.2174150688279938e-06 0.11482874924079829 1.2982967180475536e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Fru6P 0.0153444 0.016215225560000008 3.879208956100613e-07 0.0384103790189213 1.647568011708067e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 GSH 3.11403 3.1140489129999134 7.679030744611737e-10 8.898724744072007e-06 7.907452470590215e-15
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 GSSG 0.000186743 0.00017561987660000012 1.9510047456121504e-10 0.07953448901842841 5.594608012130853e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Glc6P 0.0394896 0.04358772996999997 4.011592046671182e-06 0.045950911333654615 2.5724757663943e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 GlcA6P 0.0250543 0.016368313810000146 8.739206572294493e-06 0.18060595249003406 1.3922186856884789e-06
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Glcin 4.5668 4.590526660000023 0.09237033262585115 0.0662069741483555 4.4290289880271063e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Glcout 5.0 5.0 0.0 0.0 0.0
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 GraP 0.00606287 0.005576681435999998 7.157237775403248e-08 0.04797300091578154 1.947103031985198e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Gri13P2 0.000480655 0.00045376010789999704 3.6133435009513464e-10 0.04189173159875866 1.5640200662780935e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Gri23P2f 2.06123 1.917278433999995 0.022553137999615558 0.07832822794332704 5.308282994128444e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Gri2P 0.00844208 0.006953435812000052 6.290458675780567e-07 0.11406219027394876 8.826395564913603e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Gri3P 0.0657639 0.059512845720000374 2.6004914209750048e-05 0.0856874059212257 6.01284909987021e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Lac 1.68031 1.8179235859999152 0.01365453986966525 0.0642780821970512 4.836133109468843e-07
1 1 10000 0.01 RELATIVE_TARGET_FLUXES_SELECTION 0.01 Lacex 1.68 1.6800000000002027 -5.471179065352771e-13 nan 0.0
